sourceTaxonId;sourceTaxonName;sourceLifestageName;interactionTypeName;targetGenericItemName;localityName;reference1Id;reference2Id;reference3Id;reference4Id
B111;Aquila chrysaetos;all;eats;fish;EUROPE;BIRDref111;BIRDref533;BIRDref518;
B111;Aquila chrysaetos;all;eats;domestic animals;EUROPE;BIRDref111;BIRDref533;BIRDref518;
B112;Aquila fasciata;all;eats;domestic animals;EUROPE;BIRDref112;BIRDref533;BIRDref518;
B113;Hieraaetus pennatus;all;eats;invertebrates;EUROPE;BIRDref113;BIRDref533;BIRDref518;
B113;Hieraaetus pennatus;all;eats;domestic animals;EUROPE;BIRDref113;BIRDref533;BIRDref518;
B114;Falco naumanni;all;eats;invertebrates;EUROPE;BIRDref114;BIRDref533;BIRDref518;
B115;Falco tinnunculus;all;eats;fruit;EUROPE;BIRDref115;BIRDref533;BIRDref518;
B115;Falco tinnunculus;all;eats;other plant parts;EUROPE;BIRDref115;BIRDref533;BIRDref518;
B115;Falco tinnunculus;all;eats;invertebrates;EUROPE;BIRDref115;BIRDref533;BIRDref518;
B115;Falco tinnunculus;all;eats;fish;EUROPE;BIRDref115;BIRDref533;BIRDref518;
B116;Falco vespertinus;all;eats;invertebrates;EUROPE;BIRDref116;BIRDref533;BIRDref518;
B117;Falco eleonorae;all;eats;invertebrates;EUROPE;BIRDref117;BIRDref533;BIRDref518;
B118;Falco columbarius;all;eats;invertebrates;EUROPE;BIRDref118;BIRDref533;BIRDref518;
B118;Falco columbarius;all;eats;domestic animals;EUROPE;BIRDref118;BIRDref533;BIRDref518;
B119;Falco subbuteo;all;eats;invertebrates;EUROPE;BIRDref119;BIRDref533;BIRDref518;
B120;Falco biarmicus;all;eats;invertebrates;EUROPE;BIRDref120;BIRDref533;BIRDref518;
B120;Falco biarmicus;all;eats;domestic animals;EUROPE;BIRDref120;BIRDref533;BIRDref518;
B121;Falco cherrug;all;eats;mushrooms;EUROPE;BIRDref121;BIRDref533;BIRDref518;
B121;Falco cherrug;all;eats;invertebrates;EUROPE;BIRDref121;BIRDref533;BIRDref518;
B121;Falco cherrug;all;eats;domestic animals;EUROPE;BIRDref121;BIRDref533;BIRDref518;
B122;Falco rusticolus;all;eats;fish;EUROPE;BIRDref122;BIRDref533;BIRDref518;
B123;Falco peregrinus;all;eats;invertebrates;EUROPE;BIRDref123;BIRDref533;BIRDref518;
B124;Lagopus lagopus;all;eats;seeds nuts and grains;EUROPE;BIRDref124;BIRDref533;BIRDref518;
B124;Lagopus lagopus;all;eats;fruit;EUROPE;BIRDref124;BIRDref533;BIRDref518;
B124;Lagopus lagopus;all;eats;other plant parts;EUROPE;BIRDref124;BIRDref533;BIRDref518;
B124;Lagopus lagopus;all;eats;invertebrates;EUROPE;BIRDref124;BIRDref533;BIRDref518;
B125;Lagopus muta;all;eats;seeds nuts and grains;EUROPE;BIRDref125;BIRDref533;BIRDref518;
B125;Lagopus muta;all;eats;fruit;EUROPE;BIRDref125;BIRDref533;BIRDref518;
B125;Lagopus muta;all;eats;other plant parts;EUROPE;BIRDref125;BIRDref533;BIRDref518;
B125;Lagopus muta;all;eats;invertebrates;EUROPE;BIRDref125;BIRDref533;BIRDref518;
B126;Tetrao urogallus;all;eats;seeds nuts and grains;EUROPE;BIRDref126;BIRDref533;BIRDref518;
B126;Tetrao urogallus;all;eats;fruit;EUROPE;BIRDref126;BIRDref533;BIRDref518;
B126;Tetrao urogallus;all;eats;other plant parts;EUROPE;BIRDref126;BIRDref533;BIRDref518;
B126;Tetrao urogallus;all;eats;invertebrates;EUROPE;BIRDref126;BIRDref533;BIRDref518;
B127;Lyrurus tetrix;all;eats;seeds nuts and grains;EUROPE;BIRDref127;BIRDref533;BIRDref518;
B127;Lyrurus tetrix;all;eats;fruit;EUROPE;BIRDref127;BIRDref533;BIRDref518;
B127;Lyrurus tetrix;all;eats;other plant parts;EUROPE;BIRDref127;BIRDref533;BIRDref518;
B127;Lyrurus tetrix;all;eats;invertebrates;EUROPE;BIRDref127;BIRDref533;BIRDref518;
B128;Lyrurus mlokosiewiczi;all;eats;seeds nuts and grains;EUROPE;BIRDref128;BIRDref533;BIRDref518;
B128;Lyrurus mlokosiewiczi;all;eats;fruit;EUROPE;BIRDref128;BIRDref533;BIRDref518;
B128;Lyrurus mlokosiewiczi;all;eats;other plant parts;EUROPE;BIRDref128;BIRDref533;BIRDref518;
B128;Lyrurus mlokosiewiczi;all;eats;invertebrates;EUROPE;BIRDref128;BIRDref533;BIRDref518;
B129;Tetrastes bonasia;all;eats;seeds nuts and grains;EUROPE;BIRDref129;BIRDref533;BIRDref518;
B129;Tetrastes bonasia;all;eats;fruit;EUROPE;BIRDref129;BIRDref533;BIRDref518;
B129;Tetrastes bonasia;all;eats;other plant parts;EUROPE;BIRDref129;BIRDref533;BIRDref518;
B129;Tetrastes bonasia;all;eats;invertebrates;EUROPE;BIRDref129;BIRDref533;BIRDref518;
B130;Tetraogallus caucasicus;all;eats;seeds nuts and grains;EUROPE;BIRDref130;BIRDref533;BIRDref518;
B130;Tetraogallus caucasicus;all;eats;fruit;EUROPE;BIRDref130;BIRDref533;BIRDref518;
B130;Tetraogallus caucasicus;all;eats;other plant parts;EUROPE;BIRDref130;BIRDref533;BIRDref518;
B131;Tetraogallus caspius;all;eats;seeds nuts and grains;EUROPE;BIRDref131;BIRDref533;BIRDref518;
B131;Tetraogallus caspius;all;eats;fruit;EUROPE;BIRDref131;BIRDref533;BIRDref518;
B131;Tetraogallus caspius;all;eats;other plant parts;EUROPE;BIRDref131;BIRDref533;BIRDref518;
B132;Alectoris graeca;all;eats;seeds nuts and grains;EUROPE;BIRDref132;BIRDref533;BIRDref518;
B132;Alectoris graeca;all;eats;fruit;EUROPE;BIRDref132;BIRDref533;BIRDref518;
B132;Alectoris graeca;all;eats;other plant parts;EUROPE;BIRDref132;BIRDref533;BIRDref518;
B132;Alectoris graeca;all;eats;invertebrates;EUROPE;BIRDref132;BIRDref533;BIRDref518;
B133;Alectoris chukar;all;eats;seeds nuts and grains;EUROPE;BIRDref133;BIRDref533;BIRDref518;
B133;Alectoris chukar;all;eats;fruit;EUROPE;BIRDref133;BIRDref533;BIRDref518;
B133;Alectoris chukar;all;eats;other plant parts;EUROPE;BIRDref133;BIRDref533;BIRDref518;
B133;Alectoris chukar;all;eats;invertebrates;EUROPE;BIRDref133;BIRDref533;BIRDref518;
B134;Alectoris barbara;all;eats;seeds nuts and grains;EUROPE;BIRDref134;BIRDref533;BIRDref518;
B134;Alectoris barbara;all;eats;fruit;EUROPE;BIRDref134;BIRDref533;BIRDref518;
B134;Alectoris barbara;all;eats;other plant parts;EUROPE;BIRDref134;BIRDref533;BIRDref518;
B134;Alectoris barbara;all;eats;invertebrates;EUROPE;BIRDref134;BIRDref533;BIRDref518;
B135;Alectoris rufa;all;eats;seeds nuts and grains;EUROPE;BIRDref135;BIRDref533;BIRDref518;
B135;Alectoris rufa;all;eats;fruit;EUROPE;BIRDref135;BIRDref533;BIRDref518;
B135;Alectoris rufa;all;eats;other plant parts;EUROPE;BIRDref135;BIRDref533;BIRDref518;
B135;Alectoris rufa;all;eats;invertebrates;EUROPE;BIRDref135;BIRDref533;BIRDref518;
B136;Ammoperdix griseogularis;all;eats;seeds nuts and grains;EUROPE;BIRDref136;BIRDref533;BIRDref518;
B136;Ammoperdix griseogularis;all;eats;fruit;EUROPE;BIRDref136;BIRDref533;BIRDref518;
B136;Ammoperdix griseogularis;all;eats;other plant parts;EUROPE;BIRDref136;BIRDref533;BIRDref518;
B136;Ammoperdix griseogularis;all;eats;invertebrates;EUROPE;BIRDref136;BIRDref533;BIRDref518;
B137;Francolinus francolinus;all;eats;seeds nuts and grains;EUROPE;BIRDref137;BIRDref533;BIRDref518;
B137;Francolinus francolinus;all;eats;fruit;EUROPE;BIRDref137;BIRDref533;BIRDref518;
B137;Francolinus francolinus;all;eats;other plant parts;EUROPE;BIRDref137;BIRDref533;BIRDref518;
B137;Francolinus francolinus;all;eats;invertebrates;EUROPE;BIRDref137;BIRDref533;BIRDref518;
B138;Perdix perdix;all;eats;seeds nuts and grains;EUROPE;BIRDref138;BIRDref533;BIRDref518;
B138;Perdix perdix;all;eats;fruit;EUROPE;BIRDref138;BIRDref533;BIRDref518;
B138;Perdix perdix;all;eats;other plant parts;EUROPE;BIRDref138;BIRDref533;BIRDref518;
B138;Perdix perdix;all;eats;invertebrates;EUROPE;BIRDref138;BIRDref533;BIRDref518;
B139;Coturnix coturnix;all;eats;seeds nuts and grains;EUROPE;BIRDref139;BIRDref533;BIRDref518;
B139;Coturnix coturnix;all;eats;fruit;EUROPE;BIRDref139;BIRDref533;BIRDref518;
B139;Coturnix coturnix;all;eats;other plant parts;EUROPE;BIRDref139;BIRDref533;BIRDref518;
B139;Coturnix coturnix;all;eats;invertebrates;EUROPE;BIRDref139;BIRDref533;BIRDref518;
B140;Phasianus colchicus;all;eats;seeds nuts and grains;EUROPE;BIRDref140;BIRDref533;BIRDref518;
B140;Phasianus colchicus;all;eats;fruit;EUROPE;BIRDref140;BIRDref533;BIRDref518;
B140;Phasianus colchicus;all;eats;other plant parts;EUROPE;BIRDref140;BIRDref533;BIRDref518;
B140;Phasianus colchicus;all;eats;invertebrates;EUROPE;BIRDref140;BIRDref533;BIRDref518;
B141;Turnix sylvaticus;all;eats;seeds nuts and grains;EUROPE;BIRDref141;BIRDref533;BIRDref519;
B141;Turnix sylvaticus;all;eats;invertebrates;EUROPE;BIRDref141;BIRDref533;BIRDref519;
B142;Anthropoides virgo;all;eats;seeds nuts and grains;EUROPE;BIRDref142;BIRDref533;BIRDref519;
B142;Anthropoides virgo;all;eats;fruit;EUROPE;BIRDref142;BIRDref533;BIRDref519;
B142;Anthropoides virgo;all;eats;other plant parts;EUROPE;BIRDref142;BIRDref533;BIRDref519;
B142;Anthropoides virgo;all;eats;invertebrates;EUROPE;BIRDref142;BIRDref533;BIRDref519;
B143;Grus grus;all;eats;seeds nuts and grains;EUROPE;BIRDref143;BIRDref533;BIRDref519;
B143;Grus grus;all;eats;fruit;EUROPE;BIRDref143;BIRDref533;BIRDref519;
B143;Grus grus;all;eats;other plant parts;EUROPE;BIRDref143;BIRDref533;BIRDref519;
B143;Grus grus;all;eats;invertebrates;EUROPE;BIRDref143;BIRDref533;BIRDref519;
B143;Grus grus;all;eats;fish;EUROPE;BIRDref143;BIRDref533;BIRDref519;
B144;Rallus aquaticus;all;eats;seeds nuts and grains;EUROPE;BIRDref144;BIRDref533;BIRDref519;
B144;Rallus aquaticus;all;eats;fruit;EUROPE;BIRDref144;BIRDref533;BIRDref519;
B144;Rallus aquaticus;all;eats;other plant parts;EUROPE;BIRDref144;BIRDref533;BIRDref519;
B144;Rallus aquaticus;all;eats;invertebrates;EUROPE;BIRDref144;BIRDref533;BIRDref519;
B144;Rallus aquaticus;all;eats;fish;EUROPE;BIRDref144;BIRDref533;BIRDref519;
B145;Crex crex;all;eats;seeds nuts and grains;EUROPE;BIRDref145;BIRDref533;BIRDref519;
B145;Crex crex;all;eats;other plant parts;EUROPE;BIRDref145;BIRDref533;BIRDref519;
B145;Crex crex;all;eats;invertebrates;EUROPE;BIRDref145;BIRDref533;BIRDref519;
B146;Porzana parva;all;eats;seeds nuts and grains;EUROPE;BIRDref146;BIRDref533;BIRDref519;
B146;Porzana parva;all;eats;other plant parts;EUROPE;BIRDref146;BIRDref533;BIRDref519;
B146;Porzana parva;all;eats;invertebrates;EUROPE;BIRDref146;BIRDref533;BIRDref519;
B147;Porzana pusilla;all;eats;seeds nuts and grains;EUROPE;BIRDref147;BIRDref533;BIRDref519;
B147;Porzana pusilla;all;eats;other plant parts;EUROPE;BIRDref147;BIRDref533;BIRDref519;
B147;Porzana pusilla;all;eats;invertebrates;EUROPE;BIRDref147;BIRDref533;BIRDref519;
B148;Porzana porzana;all;eats;seeds nuts and grains;EUROPE;BIRDref148;BIRDref533;BIRDref519;
B148;Porzana porzana;all;eats;other plant parts;EUROPE;BIRDref148;BIRDref533;BIRDref519;
B148;Porzana porzana;all;eats;invertebrates;EUROPE;BIRDref148;BIRDref533;BIRDref519;
B149;Porphyrio porphyrio;all;eats;seeds nuts and grains;EUROPE;BIRDref149;BIRDref533;BIRDref519;
B149;Porphyrio porphyrio;all;eats;fruit;EUROPE;BIRDref149;BIRDref533;BIRDref519;
B149;Porphyrio porphyrio;all;eats;other plant parts;EUROPE;BIRDref149;BIRDref533;BIRDref519;
B149;Porphyrio porphyrio;all;eats;invertebrates;EUROPE;BIRDref149;BIRDref533;BIRDref519;
B149;Porphyrio porphyrio;all;eats;fish;EUROPE;BIRDref149;BIRDref533;BIRDref519;
B150;Gallinula chloropus;all;eats;mushrooms;EUROPE;BIRDref150;BIRDref533;BIRDref519;
B150;Gallinula chloropus;all;eats;seeds nuts and grains;EUROPE;BIRDref150;BIRDref533;BIRDref519;
B150;Gallinula chloropus;all;eats;fruit;EUROPE;BIRDref150;BIRDref533;BIRDref519;
B150;Gallinula chloropus;all;eats;other plant parts;EUROPE;BIRDref150;BIRDref533;BIRDref519;
B150;Gallinula chloropus;all;eats;invertebrates;EUROPE;BIRDref150;BIRDref533;BIRDref519;
B150;Gallinula chloropus;all;eats;fish;EUROPE;BIRDref150;BIRDref533;BIRDref519;
B151;Fulica cristata;all;eats;mushrooms;EUROPE;BIRDref151;BIRDref533;BIRDref519;
B151;Fulica cristata;all;eats;seeds nuts and grains;EUROPE;BIRDref151;BIRDref533;BIRDref519;
B151;Fulica cristata;all;eats;fruit;EUROPE;BIRDref151;BIRDref533;BIRDref519;
B151;Fulica cristata;all;eats;other plant parts;EUROPE;BIRDref151;BIRDref533;BIRDref519;
B151;Fulica cristata;all;eats;invertebrates;EUROPE;BIRDref151;BIRDref533;BIRDref519;
B151;Fulica cristata;all;eats;fish;EUROPE;BIRDref151;BIRDref533;BIRDref519;
B152;Fulica atra;all;eats;mushrooms;EUROPE;BIRDref152;BIRDref533;BIRDref519;
B152;Fulica atra;all;eats;seeds nuts and grains;EUROPE;BIRDref152;BIRDref533;BIRDref519;
B152;Fulica atra;all;eats;fruit;EUROPE;BIRDref152;BIRDref533;BIRDref519;
B152;Fulica atra;all;eats;other plant parts;EUROPE;BIRDref152;BIRDref533;BIRDref519;
B152;Fulica atra;all;eats;invertebrates;EUROPE;BIRDref152;BIRDref533;BIRDref519;
B152;Fulica atra;all;eats;fish;EUROPE;BIRDref152;BIRDref533;BIRDref519;
B153;Otis tarda;all;eats;seeds nuts and grains;EUROPE;BIRDref153;BIRDref533;BIRDref519;
B153;Otis tarda;all;eats;fruit;EUROPE;BIRDref153;BIRDref533;BIRDref519;
B153;Otis tarda;all;eats;other plant parts;EUROPE;BIRDref153;BIRDref533;BIRDref519;
B153;Otis tarda;all;eats;invertebrates;EUROPE;BIRDref153;BIRDref533;BIRDref519;
B154;Tetrax tetrax;all;eats;seeds nuts and grains;EUROPE;BIRDref154;BIRDref533;BIRDref519;
B154;Tetrax tetrax;all;eats;fruit;EUROPE;BIRDref154;BIRDref533;BIRDref519;
B154;Tetrax tetrax;all;eats;other plant parts;EUROPE;BIRDref154;BIRDref533;BIRDref519;
B154;Tetrax tetrax;all;eats;invertebrates;EUROPE;BIRDref154;BIRDref533;BIRDref519;
B155;Haematopus ostralegus;all;eats;seeds nuts and grains;EUROPE;BIRDref155;BIRDref534;BIRDref519;
B155;Haematopus ostralegus;all;eats;other plant parts;EUROPE;BIRDref155;BIRDref534;BIRDref519;
B155;Haematopus ostralegus;all;eats;invertebrates;EUROPE;BIRDref155;BIRDref534;BIRDref519;
B155;Haematopus ostralegus;all;eats;fish;EUROPE;BIRDref155;BIRDref534;BIRDref519;
B156;Himantopus himantopus;all;eats;seeds nuts and grains;EUROPE;BIRDref156;BIRDref534;BIRDref519;
B156;Himantopus himantopus;all;eats;invertebrates;EUROPE;BIRDref156;BIRDref534;BIRDref519;
B156;Himantopus himantopus;all;eats;fish;EUROPE;BIRDref156;BIRDref534;BIRDref519;
B157;Recurvirostra avosetta;all;eats;seeds nuts and grains;EUROPE;BIRDref157;BIRDref534;BIRDref519;
B157;Recurvirostra avosetta;all;eats;invertebrates;EUROPE;BIRDref157;BIRDref534;BIRDref519;
B157;Recurvirostra avosetta;all;eats;fish;EUROPE;BIRDref157;BIRDref534;BIRDref519;
B158;Burhinus oedicnemus;all;eats;seeds nuts and grains;EUROPE;BIRDref158;BIRDref534;BIRDref519;
B158;Burhinus oedicnemus;all;eats;other plant parts;EUROPE;BIRDref158;BIRDref534;BIRDref519;
B158;Burhinus oedicnemus;all;eats;invertebrates;EUROPE;BIRDref158;BIRDref534;BIRDref519;
B159;Glareola pratincola;all;eats;invertebrates;EUROPE;BIRDref159;BIRDref534;BIRDref519;
B160;Glareola nordmanni;all;eats;invertebrates;EUROPE;BIRDref160;BIRDref534;BIRDref519;
B161;Vanellus vanellus;all;eats;seeds nuts and grains;EUROPE;BIRDref161;BIRDref534;BIRDref519;
B161;Vanellus vanellus;all;eats;invertebrates;EUROPE;BIRDref161;BIRDref534;BIRDref519;
B161;Vanellus vanellus;all;eats;fish;EUROPE;BIRDref161;BIRDref534;BIRDref519;
B162;Vanellus spinosus;all;eats;other plant parts;EUROPE;BIRDref162;BIRDref534;BIRDref519;
B162;Vanellus spinosus;all;eats;invertebrates;EUROPE;BIRDref162;BIRDref534;BIRDref519;
B162;Vanellus spinosus;all;eats;fish;EUROPE;BIRDref162;BIRDref534;BIRDref519;
B163;Vanellus indicus;all;eats;seeds nuts and grains;EUROPE;BIRDref163;BIRDref534;BIRDref519;
B163;Vanellus indicus;all;eats;invertebrates;EUROPE;BIRDref163;BIRDref534;BIRDref519;
B165;Vanellus leucurus;all;eats;invertebrates;EUROPE;BIRDref165;BIRDref534;BIRDref519;
B166;Pluvialis apricaria;all;eats;seeds nuts and grains;EUROPE;BIRDref166;BIRDref534;BIRDref519;
B166;Pluvialis apricaria;all;eats;fruit;EUROPE;BIRDref166;BIRDref534;BIRDref519;
B166;Pluvialis apricaria;all;eats;other plant parts;EUROPE;BIRDref166;BIRDref534;BIRDref519;
B166;Pluvialis apricaria;all;eats;invertebrates;EUROPE;BIRDref166;BIRDref534;BIRDref519;
B167;Pluvialis squatarola;all;eats;seeds nuts and grains;EUROPE;BIRDref167;BIRDref534;BIRDref519;
B167;Pluvialis squatarola;all;eats;other plant parts;EUROPE;BIRDref167;BIRDref534;BIRDref519;
B167;Pluvialis squatarola;all;eats;invertebrates;EUROPE;BIRDref167;BIRDref534;BIRDref519;
B168;Charadrius hiaticula;all;eats;seeds nuts and grains;EUROPE;BIRDref168;BIRDref534;BIRDref519;
B168;Charadrius hiaticula;all;eats;invertebrates;EUROPE;BIRDref168;BIRDref534;BIRDref519;
B169;Charadrius dubius;all;eats;seeds nuts and grains;EUROPE;BIRDref169;BIRDref534;BIRDref519;
B169;Charadrius dubius;all;eats;invertebrates;EUROPE;BIRDref169;BIRDref534;BIRDref519;
B170;Charadrius alexandrinus;all;eats;invertebrates;EUROPE;BIRDref170;BIRDref534;BIRDref519;
B171;Charadrius leschenaultii;all;eats;invertebrates;EUROPE;BIRDref171;BIRDref534;BIRDref519;
B172;Charadrius asiaticus;all;eats;seeds nuts and grains;EUROPE;BIRDref172;BIRDref534;BIRDref519;
B172;Charadrius asiaticus;all;eats;invertebrates;EUROPE;BIRDref172;BIRDref534;BIRDref519;
B173;Charadrius morinellus;all;eats;seeds nuts and grains;EUROPE;BIRDref173;BIRDref534;BIRDref519;
B173;Charadrius morinellus;all;eats;invertebrates;EUROPE;BIRDref173;BIRDref534;BIRDref519;
B174;Scolopax rusticola;all;eats;seeds nuts and grains;EUROPE;BIRDref174;BIRDref534;BIRDref519;
B174;Scolopax rusticola;all;eats;fruit;EUROPE;BIRDref174;BIRDref534;BIRDref519;
B174;Scolopax rusticola;all;eats;other plant parts;EUROPE;BIRDref174;BIRDref534;BIRDref519;
B174;Scolopax rusticola;all;eats;invertebrates;EUROPE;BIRDref174;BIRDref534;BIRDref519;
B175;Lymnocryptes minimus;all;eats;algae;EUROPE;BIRDref175;BIRDref534;BIRDref519;
B175;Lymnocryptes minimus;all;eats;seeds nuts and grains;EUROPE;BIRDref175;BIRDref534;BIRDref519;
B175;Lymnocryptes minimus;all;eats;fruit;EUROPE;BIRDref175;BIRDref534;BIRDref519;
B175;Lymnocryptes minimus;all;eats;other plant parts;EUROPE;BIRDref175;BIRDref534;BIRDref519;
B175;Lymnocryptes minimus;all;eats;invertebrates;EUROPE;BIRDref175;BIRDref534;BIRDref519;
B176;Gallinago stenura;all;eats;seeds nuts and grains;EUROPE;BIRDref176;BIRDref534;BIRDref519;
B176;Gallinago stenura;all;eats;other plant parts;EUROPE;BIRDref176;BIRDref534;BIRDref519;
B176;Gallinago stenura;all;eats;invertebrates;EUROPE;BIRDref176;BIRDref534;BIRDref519;
B177;Gallinago media;all;eats;seeds nuts and grains;EUROPE;BIRDref177;BIRDref534;BIRDref519;
B177;Gallinago media;all;eats;other plant parts;EUROPE;BIRDref177;BIRDref534;BIRDref519;
B177;Gallinago media;all;eats;invertebrates;EUROPE;BIRDref177;BIRDref534;BIRDref519;
B178;Gallinago gallinago;all;eats;algae;EUROPE;BIRDref178;BIRDref534;BIRDref519;
B178;Gallinago gallinago;all;eats;seeds nuts and grains;EUROPE;BIRDref178;BIRDref534;BIRDref519;
B178;Gallinago gallinago;all;eats;fruit;EUROPE;BIRDref178;BIRDref534;BIRDref519;
B178;Gallinago gallinago;all;eats;other plant parts;EUROPE;BIRDref178;BIRDref534;BIRDref519;
B178;Gallinago gallinago;all;eats;invertebrates;EUROPE;BIRDref178;BIRDref534;BIRDref519;
B178;Gallinago gallinago;all;eats;fish;EUROPE;BIRDref178;BIRDref534;BIRDref519;
B179;Limosa limosa;all;eats;seeds nuts and grains;EUROPE;BIRDref179;BIRDref534;BIRDref519;
B179;Limosa limosa;all;eats;fruit;EUROPE;BIRDref179;BIRDref534;BIRDref519;
B179;Limosa limosa;all;eats;other plant parts;EUROPE;BIRDref179;BIRDref534;BIRDref519;
B179;Limosa limosa;all;eats;invertebrates;EUROPE;BIRDref179;BIRDref534;BIRDref519;
B179;Limosa limosa;all;eats;fish;EUROPE;BIRDref179;BIRDref534;BIRDref519;
B180;Limosa lapponica;all;eats;algae;EUROPE;BIRDref180;BIRDref534;BIRDref519;
B180;Limosa lapponica;all;eats;seeds nuts and grains;EUROPE;BIRDref180;BIRDref534;BIRDref519;
B180;Limosa lapponica;all;eats;fruit;EUROPE;BIRDref180;BIRDref534;BIRDref519;
B180;Limosa lapponica;all;eats;other plant parts;EUROPE;BIRDref180;BIRDref534;BIRDref519;
B180;Limosa lapponica;all;eats;invertebrates;EUROPE;BIRDref180;BIRDref534;BIRDref519;
B180;Limosa lapponica;all;eats;fish;EUROPE;BIRDref180;BIRDref534;BIRDref519;
B181;Numenius phaeopus;all;eats;mosses and lichens;EUROPE;BIRDref181;BIRDref534;BIRDref519;
B181;Numenius phaeopus;all;eats;algae;EUROPE;BIRDref181;BIRDref534;BIRDref519;
B181;Numenius phaeopus;all;eats;seeds nuts and grains;EUROPE;BIRDref181;BIRDref534;BIRDref519;
B181;Numenius phaeopus;all;eats;fruit;EUROPE;BIRDref181;BIRDref534;BIRDref519;
B181;Numenius phaeopus;all;eats;other plant parts;EUROPE;BIRDref181;BIRDref534;BIRDref519;
B181;Numenius phaeopus;all;eats;invertebrates;EUROPE;BIRDref181;BIRDref534;BIRDref519;
B182;Numenius arquata;all;eats;mosses and lichens;EUROPE;BIRDref182;BIRDref534;BIRDref519;
B182;Numenius arquata;all;eats;algae;EUROPE;BIRDref182;BIRDref534;BIRDref519;
B182;Numenius arquata;all;eats;seeds nuts and grains;EUROPE;BIRDref182;BIRDref534;BIRDref519;
B182;Numenius arquata;all;eats;fruit;EUROPE;BIRDref182;BIRDref534;BIRDref519;
B182;Numenius arquata;all;eats;other plant parts;EUROPE;BIRDref182;BIRDref534;BIRDref519;
B182;Numenius arquata;all;eats;invertebrates;EUROPE;BIRDref182;BIRDref534;BIRDref519;
B182;Numenius arquata;all;eats;fish;EUROPE;BIRDref182;BIRDref534;BIRDref519;
B183;Tringa erythropus;all;eats;fruit;EUROPE;BIRDref183;BIRDref534;BIRDref519;
B183;Tringa erythropus;all;eats;other plant parts;EUROPE;BIRDref183;BIRDref534;BIRDref519;
B183;Tringa erythropus;all;eats;invertebrates;EUROPE;BIRDref183;BIRDref534;BIRDref519;
B183;Tringa erythropus;all;eats;fish;EUROPE;BIRDref183;BIRDref534;BIRDref519;
B184;Tringa totanus;all;eats;seeds nuts and grains;EUROPE;BIRDref184;BIRDref534;BIRDref519;
B184;Tringa totanus;all;eats;fruit;EUROPE;BIRDref184;BIRDref534;BIRDref519;
B184;Tringa totanus;all;eats;other plant parts;EUROPE;BIRDref184;BIRDref534;BIRDref519;
B184;Tringa totanus;all;eats;invertebrates;EUROPE;BIRDref184;BIRDref534;BIRDref519;
B184;Tringa totanus;all;eats;fish;EUROPE;BIRDref184;BIRDref534;BIRDref519;
B185;Tringa stagnatilis;all;eats;invertebrates;EUROPE;BIRDref185;BIRDref534;BIRDref519;
B186;Tringa nebularia;all;eats;invertebrates;EUROPE;BIRDref186;BIRDref534;BIRDref519;
B186;Tringa nebularia;all;eats;fish;EUROPE;BIRDref186;BIRDref534;BIRDref519;
B187;Tringa ochropus;all;eats;other plant parts;EUROPE;BIRDref187;BIRDref534;BIRDref519;
B187;Tringa ochropus;all;eats;invertebrates;EUROPE;BIRDref187;BIRDref534;BIRDref519;
B187;Tringa ochropus;all;eats;fish;EUROPE;BIRDref187;BIRDref534;BIRDref519;
B188;Tringa glareola;all;eats;algae;EUROPE;BIRDref188;BIRDref534;BIRDref519;
B188;Tringa glareola;all;eats;seeds nuts and grains;EUROPE;BIRDref188;BIRDref534;BIRDref519;
B188;Tringa glareola;all;eats;other plant parts;EUROPE;BIRDref188;BIRDref534;BIRDref519;
B188;Tringa glareola;all;eats;invertebrates;EUROPE;BIRDref188;BIRDref534;BIRDref519;
B188;Tringa glareola;all;eats;fish;EUROPE;BIRDref188;BIRDref534;BIRDref519;
B189;Xenus cinereus;all;eats;seeds nuts and grains;EUROPE;BIRDref189;BIRDref534;BIRDref519;
B189;Xenus cinereus;all;eats;invertebrates;EUROPE;BIRDref189;BIRDref534;BIRDref519;
B190;Actitis hypoleucos;all;eats;algae;EUROPE;BIRDref190;BIRDref534;BIRDref519;
B190;Actitis hypoleucos;all;eats;seeds nuts and grains;EUROPE;BIRDref190;BIRDref534;BIRDref519;
B190;Actitis hypoleucos;all;eats;fruit;EUROPE;BIRDref190;BIRDref534;BIRDref519;
B190;Actitis hypoleucos;all;eats;other plant parts;EUROPE;BIRDref190;BIRDref534;BIRDref519;
B190;Actitis hypoleucos;all;eats;invertebrates;EUROPE;BIRDref190;BIRDref534;BIRDref519;
B190;Actitis hypoleucos;all;eats;fish;EUROPE;BIRDref190;BIRDref534;BIRDref519;
B191;Arenaria interpres;all;eats;algae;EUROPE;BIRDref191;BIRDref534;BIRDref519;
B191;Arenaria interpres;all;eats;seeds nuts and grains;EUROPE;BIRDref191;BIRDref534;BIRDref519;
B191;Arenaria interpres;all;eats;fruit;EUROPE;BIRDref191;BIRDref534;BIRDref519;
B191;Arenaria interpres;all;eats;other plant parts;EUROPE;BIRDref191;BIRDref534;BIRDref519;
B191;Arenaria interpres;all;eats;invertebrates;EUROPE;BIRDref191;BIRDref534;BIRDref519;
B191;Arenaria interpres;all;eats;fish;EUROPE;BIRDref191;BIRDref534;BIRDref519;
B192;Calidris canutus;all;eats;algae;EUROPE;BIRDref192;BIRDref534;BIRDref519;
