sourceTaxonId;sourceTaxonName;sourceLifestageName;interactionTypeName;targetGenericItemName;localityName;reference1Id;reference2Id;reference3Id;reference4Id
B341;Turdus philomelos;all;eats;invertebrates;EUROPE;BIRDref341;BIRDref536;BIRDref525;
B342;Turdus viscivorus;all;eats;mosses and lichens;EUROPE;BIRDref342;BIRDref536;BIRDref525;
B342;Turdus viscivorus;all;eats;seeds nuts and grains;EUROPE;BIRDref342;BIRDref536;BIRDref525;
B342;Turdus viscivorus;all;eats;fruit;EUROPE;BIRDref342;BIRDref536;BIRDref525;
B342;Turdus viscivorus;all;eats;invertebrates;EUROPE;BIRDref342;BIRDref536;BIRDref525;
B343;Cisticola juncidis;all;eats;seeds nuts and grains;EUROPE;BIRDref343;BIRDref537;BIRDref526;
B343;Cisticola juncidis;all;eats;invertebrates;EUROPE;BIRDref343;BIRDref537;BIRDref526;
B344;Prinia gracilis;all;eats;other plant parts;EUROPE;BIRDref344;BIRDref537;BIRDref526;
B344;Prinia gracilis;all;eats;invertebrates;EUROPE;BIRDref344;BIRDref537;BIRDref526;
B345;Cettia cetti;all;eats;seeds nuts and grains;EUROPE;BIRDref345;BIRDref537;BIRDref526;
B345;Cettia cetti;all;eats;invertebrates;EUROPE;BIRDref345;BIRDref537;BIRDref526;
B346;Locustella lanceolata;all;eats;seeds nuts and grains;EUROPE;BIRDref346;BIRDref537;BIRDref526;
B346;Locustella lanceolata;all;eats;invertebrates;EUROPE;BIRDref346;BIRDref537;BIRDref526;
B347;Locustella naevia;all;eats;fruit;EUROPE;BIRDref347;BIRDref537;BIRDref526;
B347;Locustella naevia;all;eats;invertebrates;EUROPE;BIRDref347;BIRDref537;BIRDref526;
B348;Locustella fluviatilis;all;eats;invertebrates;EUROPE;BIRDref348;BIRDref537;BIRDref526;
B349;Locustella luscinioides;all;eats;invertebrates;EUROPE;BIRDref349;BIRDref537;BIRDref526;
B350;Acrocephalus melanopogon;all;eats;fruit;EUROPE;BIRDref350;BIRDref537;BIRDref526;
B350;Acrocephalus melanopogon;all;eats;invertebrates;EUROPE;BIRDref350;BIRDref537;BIRDref526;
B351;Acrocephalus paludicola;all;eats;invertebrates;EUROPE;BIRDref351;BIRDref537;BIRDref526;
B352;Acrocephalus schoenobaenus;all;eats;invertebrates;EUROPE;BIRDref352;BIRDref537;BIRDref526;
B353;Acrocephalus agricola;all;eats;invertebrates;EUROPE;BIRDref353;BIRDref537;BIRDref526;
B354;Acrocephalus scirpaceus;all;eats;fruit;EUROPE;BIRDref354;BIRDref537;BIRDref526;
B354;Acrocephalus scirpaceus;all;eats;invertebrates;EUROPE;BIRDref354;BIRDref537;BIRDref526;
B355;Acrocephalus dumetorum;all;eats;seeds nuts and grains;EUROPE;BIRDref355;BIRDref537;BIRDref526;
B355;Acrocephalus dumetorum;all;eats;invertebrates;EUROPE;BIRDref355;BIRDref537;BIRDref526;
B356;Acrocephalus palustris;all;eats;fruit;EUROPE;BIRDref356;BIRDref537;BIRDref526;
B356;Acrocephalus palustris;all;eats;invertebrates;EUROPE;BIRDref356;BIRDref537;BIRDref526;
B357;Acrocephalus arundinaceus;all;eats;seeds nuts and grains;EUROPE;BIRDref357;BIRDref537;BIRDref526;
B357;Acrocephalus arundinaceus;all;eats;fruit;EUROPE;BIRDref357;BIRDref537;BIRDref526;
B357;Acrocephalus arundinaceus;all;eats;invertebrates;EUROPE;BIRDref357;BIRDref537;BIRDref526;
B357;Acrocephalus arundinaceus;all;eats;fish;EUROPE;BIRDref357;BIRDref537;BIRDref526;
B358;Iduna caligata;all;eats;fruit;EUROPE;BIRDref358;BIRDref537;BIRDref526;
B358;Iduna caligata;all;eats;invertebrates;EUROPE;BIRDref358;BIRDref537;BIRDref526;
B359;Iduna pallida;all;eats;fruit;EUROPE;BIRDref359;BIRDref537;BIRDref526;
B359;Iduna pallida;all;eats;invertebrates;EUROPE;BIRDref359;BIRDref537;BIRDref526;
B360;Hippolais languida;all;eats;fruit;EUROPE;BIRDref360;BIRDref537;BIRDref526;
B360;Hippolais languida;all;eats;invertebrates;EUROPE;BIRDref360;BIRDref537;BIRDref526;
B361;Hippolais olivetorum;all;eats;fruit;EUROPE;BIRDref361;BIRDref537;BIRDref526;
B361;Hippolais olivetorum;all;eats;invertebrates;EUROPE;BIRDref361;BIRDref537;BIRDref526;
B362;Hippolais polyglotta;all;eats;invertebrates;EUROPE;BIRDref362;BIRDref537;BIRDref526;
B363;Hippolais icterina;all;eats;fruit;EUROPE;BIRDref363;BIRDref537;BIRDref526;
B363;Hippolais icterina;all;eats;invertebrates;EUROPE;BIRDref363;BIRDref537;BIRDref526;
B364;Phylloscopus trochilus;all;eats;seeds nuts and grains;EUROPE;BIRDref364;BIRDref537;BIRDref526;
B364;Phylloscopus trochilus;all;eats;fruit;EUROPE;BIRDref364;BIRDref537;BIRDref526;
B364;Phylloscopus trochilus;all;eats;invertebrates;EUROPE;BIRDref364;BIRDref537;BIRDref526;
B365;Phylloscopus collybita;all;eats;seeds nuts and grains;EUROPE;BIRDref365;BIRDref537;BIRDref526;
B365;Phylloscopus collybita;all;eats;fruit;EUROPE;BIRDref365;BIRDref537;BIRDref526;
B365;Phylloscopus collybita;all;eats;invertebrates;EUROPE;BIRDref365;BIRDref537;BIRDref526;
B366;Phylloscopus sindianus lorenzii;all;eats;seeds nuts and grains;EUROPE;BIRDref366;BIRDref537;BIRDref526;
B366;Phylloscopus sindianus lorenzii;all;eats;fruit;EUROPE;BIRDref366;BIRDref537;BIRDref526;
B366;Phylloscopus sindianus lorenzii;all;eats;invertebrates;EUROPE;BIRDref366;BIRDref537;BIRDref526;
B367;Phylloscopus bonelli;all;eats;fruit;EUROPE;BIRDref367;BIRDref537;BIRDref526;
B367;Phylloscopus bonelli;all;eats;invertebrates;EUROPE;BIRDref367;BIRDref537;BIRDref526;
B368;Phylloscopus sibillatrix;all;eats;seeds nuts and grains;EUROPE;BIRDref368;BIRDref537;BIRDref526;
B368;Phylloscopus sibillatrix;all;eats;fruit;EUROPE;BIRDref368;BIRDref537;BIRDref526;
B368;Phylloscopus sibillatrix;all;eats;invertebrates;EUROPE;BIRDref368;BIRDref537;BIRDref526;
B369;Phylloscopus inornatus;all;eats;seeds nuts and grains;EUROPE;BIRDref369;BIRDref537;BIRDref526;
B369;Phylloscopus inornatus;all;eats;fruit;EUROPE;BIRDref369;BIRDref537;BIRDref526;
B369;Phylloscopus inornatus;all;eats;invertebrates;EUROPE;BIRDref369;BIRDref537;BIRDref526;
B370;Phylloscopus borealis;all;eats;fruit;EUROPE;BIRDref370;BIRDref537;BIRDref526;
B370;Phylloscopus borealis;all;eats;invertebrates;EUROPE;BIRDref370;BIRDref537;BIRDref526;
B371;Phylloscopus trochiloides;all;eats;fruit;EUROPE;BIRDref371;BIRDref537;BIRDref526;
B371;Phylloscopus trochiloides;all;eats;invertebrates;EUROPE;BIRDref371;BIRDref537;BIRDref526;
B372;Sylvia atricapilla;all;eats;seeds nuts and grains;EUROPE;BIRDref372;BIRDref537;BIRDref526;
B372;Sylvia atricapilla;all;eats;fruit;EUROPE;BIRDref372;BIRDref537;BIRDref526;
B372;Sylvia atricapilla;all;eats;invertebrates;EUROPE;BIRDref372;BIRDref537;BIRDref526;
B373;Sylvia borin;all;eats;seeds nuts and grains;EUROPE;BIRDref373;BIRDref537;BIRDref526;
B373;Sylvia borin;all;eats;fruit;EUROPE;BIRDref373;BIRDref537;BIRDref526;
B373;Sylvia borin;all;eats;invertebrates;EUROPE;BIRDref373;BIRDref537;BIRDref526;
B374;Sylvia communis;all;eats;seeds nuts and grains;EUROPE;BIRDref374;BIRDref537;BIRDref526;
B374;Sylvia communis;all;eats;fruit;EUROPE;BIRDref374;BIRDref537;BIRDref526;
B374;Sylvia communis;all;eats;invertebrates;EUROPE;BIRDref374;BIRDref537;BIRDref526;
B375;Sylvia curruca;all;eats;seeds nuts and grains;EUROPE;BIRDref375;BIRDref537;BIRDref526;
B375;Sylvia curruca;all;eats;fruit;EUROPE;BIRDref375;BIRDref537;BIRDref526;
B375;Sylvia curruca;all;eats;invertebrates;EUROPE;BIRDref375;BIRDref537;BIRDref526;
B376;Sylvia nisoria;all;eats;seeds nuts and grains;EUROPE;BIRDref376;BIRDref537;BIRDref526;
B376;Sylvia nisoria;all;eats;fruit;EUROPE;BIRDref376;BIRDref537;BIRDref526;
B376;Sylvia nisoria;all;eats;invertebrates;EUROPE;BIRDref376;BIRDref537;BIRDref526;
B377;Sylvia hortensis;all;eats;seeds nuts and grains;EUROPE;BIRDref377;BIRDref537;BIRDref526;
B377;Sylvia hortensis;all;eats;fruit;EUROPE;BIRDref377;BIRDref537;BIRDref526;
B377;Sylvia hortensis;all;eats;invertebrates;EUROPE;BIRDref377;BIRDref537;BIRDref526;
B378;Sylvia ruppeli;all;eats;seeds nuts and grains;EUROPE;BIRDref378;BIRDref537;BIRDref526;
B378;Sylvia ruppeli;all;eats;fruit;EUROPE;BIRDref378;BIRDref537;BIRDref526;
B378;Sylvia ruppeli;all;eats;invertebrates;EUROPE;BIRDref378;BIRDref537;BIRDref526;
B379;Sylvia cantillans;all;eats;seeds nuts and grains;EUROPE;BIRDref379;BIRDref537;BIRDref526;
B379;Sylvia cantillans;all;eats;fruit;EUROPE;BIRDref379;BIRDref537;BIRDref526;
B379;Sylvia cantillans;all;eats;invertebrates;EUROPE;BIRDref379;BIRDref537;BIRDref526;
B380;Sylvia melanocephala;all;eats;seeds nuts and grains;EUROPE;BIRDref380;BIRDref537;BIRDref526;
B380;Sylvia melanocephala;all;eats;fruit;EUROPE;BIRDref380;BIRDref537;BIRDref526;
B380;Sylvia melanocephala;all;eats;invertebrates;EUROPE;BIRDref380;BIRDref537;BIRDref526;
B381;Sylvia melanothorax;all;eats;seeds nuts and grains;EUROPE;BIRDref381;BIRDref537;BIRDref526;
B381;Sylvia melanothorax;all;eats;fruit;EUROPE;BIRDref381;BIRDref537;BIRDref526;
B381;Sylvia melanothorax;all;eats;invertebrates;EUROPE;BIRDref381;BIRDref537;BIRDref526;
B382;Sylvia mystacea;all;eats;seeds nuts and grains;EUROPE;BIRDref382;BIRDref537;BIRDref526;
B382;Sylvia mystacea;all;eats;fruit;EUROPE;BIRDref382;BIRDref537;BIRDref526;
B382;Sylvia mystacea;all;eats;invertebrates;EUROPE;BIRDref382;BIRDref537;BIRDref526;
B383;Sylvia conspicillata;all;eats;seeds nuts and grains;EUROPE;BIRDref383;BIRDref537;BIRDref526;
B383;Sylvia conspicillata;all;eats;fruit;EUROPE;BIRDref383;BIRDref537;BIRDref526;
B383;Sylvia conspicillata;all;eats;invertebrates;EUROPE;BIRDref383;BIRDref537;BIRDref526;
B384;Sylvia undata;all;eats;seeds nuts and grains;EUROPE;BIRDref384;BIRDref537;BIRDref526;
B384;Sylvia undata;all;eats;fruit;EUROPE;BIRDref384;BIRDref537;BIRDref526;
B384;Sylvia undata;all;eats;invertebrates;EUROPE;BIRDref384;BIRDref537;BIRDref526;
B385;Sylvia sarda;all;eats;seeds nuts and grains;EUROPE;BIRDref385;BIRDref537;BIRDref526;
B385;Sylvia sarda;all;eats;fruit;EUROPE;BIRDref385;BIRDref537;BIRDref526;
B385;Sylvia sarda;all;eats;invertebrates;EUROPE;BIRDref385;BIRDref537;BIRDref526;
B386;Muscicapa striata;all;eats;fruit;EUROPE;BIRDref386;BIRDref538;BIRDref526;
B386;Muscicapa striata;all;eats;other plant parts;EUROPE;BIRDref386;BIRDref538;BIRDref526;
B386;Muscicapa striata;all;eats;invertebrates;EUROPE;BIRDref386;BIRDref538;BIRDref526;
B387;Ficedula hypoleuca;all;eats;seeds nuts and grains;EUROPE;BIRDref387;BIRDref538;BIRDref526;
B387;Ficedula hypoleuca;all;eats;fruit;EUROPE;BIRDref387;BIRDref538;BIRDref526;
B387;Ficedula hypoleuca;all;eats;invertebrates;EUROPE;BIRDref387;BIRDref538;BIRDref526;
B388;Ficedula albicollis;all;eats;seeds nuts and grains;EUROPE;BIRDref388;BIRDref538;BIRDref526;
B388;Ficedula albicollis;all;eats;fruit;EUROPE;BIRDref388;BIRDref538;BIRDref526;
B388;Ficedula albicollis;all;eats;invertebrates;EUROPE;BIRDref388;BIRDref538;BIRDref526;
B389;Ficedula semitorquata;all;eats;seeds nuts and grains;EUROPE;BIRDref389;BIRDref538;BIRDref526;
B389;Ficedula semitorquata;all;eats;fruit;EUROPE;BIRDref389;BIRDref538;BIRDref526;
B389;Ficedula semitorquata;all;eats;invertebrates;EUROPE;BIRDref389;BIRDref538;BIRDref526;
B390;Ficedula parva;all;eats;seeds nuts and grains;EUROPE;BIRDref390;BIRDref538;BIRDref526;
B390;Ficedula parva;all;eats;fruit;EUROPE;BIRDref390;BIRDref538;BIRDref526;
B390;Ficedula parva;all;eats;invertebrates;EUROPE;BIRDref390;BIRDref538;BIRDref526;
B391;Erithacus rubecula;all;eats;seeds nuts and grains;EUROPE;BIRDref391;BIRDref536;BIRDref525;
B391;Erithacus rubecula;all;eats;fruit;EUROPE;BIRDref391;BIRDref536;BIRDref525;
B391;Erithacus rubecula;all;eats;invertebrates;EUROPE;BIRDref391;BIRDref536;BIRDref525;
B391;Erithacus rubecula;all;eats;fish;EUROPE;BIRDref391;BIRDref536;BIRDref525;
B392;Luscinia luscinia;all;eats;seeds nuts and grains;EUROPE;BIRDref392;BIRDref536;BIRDref525;
B392;Luscinia luscinia;all;eats;fruit;EUROPE;BIRDref392;BIRDref536;BIRDref525;
B392;Luscinia luscinia;all;eats;invertebrates;EUROPE;BIRDref392;BIRDref536;BIRDref525;
B393;Luscinia megarhynchos;all;eats;fruit;EUROPE;BIRDref393;BIRDref536;BIRDref525;
B393;Luscinia megarhynchos;all;eats;invertebrates;EUROPE;BIRDref393;BIRDref536;BIRDref525;
B394;Luscinia calliope;all;eats;invertebrates;EUROPE;BIRDref394;BIRDref536;BIRDref525;
B395;Luscinia svecica;all;eats;seeds nuts and grains;EUROPE;BIRDref395;BIRDref536;BIRDref525;
B395;Luscinia svecica;all;eats;fruit;EUROPE;BIRDref395;BIRDref536;BIRDref525;
B395;Luscinia svecica;all;eats;invertebrates;EUROPE;BIRDref395;BIRDref536;BIRDref525;
B396;Tarsiger cyanurus;all;eats;seeds nuts and grains;EUROPE;BIRDref396;BIRDref536;BIRDref525;
B396;Tarsiger cyanurus;all;eats;fruit;EUROPE;BIRDref396;BIRDref536;BIRDref525;
B396;Tarsiger cyanurus;all;eats;invertebrates;EUROPE;BIRDref396;BIRDref536;BIRDref525;
B397;Irania gutturalis;all;eats;fruit;EUROPE;BIRDref397;BIRDref536;BIRDref525;
B397;Irania gutturalis;all;eats;invertebrates;EUROPE;BIRDref397;BIRDref536;BIRDref525;
B398;Erythropygia galactotes;all;eats;fruit;EUROPE;BIRDref398;BIRDref536;BIRDref525;
B398;Erythropygia galactotes;all;eats;invertebrates;EUROPE;BIRDref398;BIRDref536;BIRDref525;
B399;Phoenicurus ochruros;all;eats;seeds nuts and grains;EUROPE;BIRDref399;BIRDref536;BIRDref525;
B399;Phoenicurus ochruros;all;eats;fruit;EUROPE;BIRDref399;BIRDref536;BIRDref525;
B399;Phoenicurus ochruros;all;eats;other plant parts;EUROPE;BIRDref399;BIRDref536;BIRDref525;
B399;Phoenicurus ochruros;all;eats;invertebrates;EUROPE;BIRDref399;BIRDref536;BIRDref525;
B400;Phoenicurus phoenicurus;all;eats;fruit;EUROPE;BIRDref400;BIRDref536;BIRDref525;
B400;Phoenicurus phoenicurus;all;eats;invertebrates;EUROPE;BIRDref400;BIRDref536;BIRDref525;
B401;Saxicola rubetra;all;eats;seeds nuts and grains;EUROPE;BIRDref401;BIRDref536;BIRDref525;
B401;Saxicola rubetra;all;eats;fruit;EUROPE;BIRDref401;BIRDref536;BIRDref525;
B401;Saxicola rubetra;all;eats;invertebrates;EUROPE;BIRDref401;BIRDref536;BIRDref525;
B402;Saxicola torquatus;all;eats;seeds nuts and grains;EUROPE;BIRDref402;BIRDref536;BIRDref525;
B402;Saxicola torquatus;all;eats;fruit;EUROPE;BIRDref402;BIRDref536;BIRDref525;
B402;Saxicola torquatus;all;eats;invertebrates;EUROPE;BIRDref402;BIRDref536;BIRDref525;
B402;Saxicola torquatus;all;eats;fish;EUROPE;BIRDref402;BIRDref536;BIRDref525;
B403;Oenanthe leucura;all;eats;seeds nuts and grains;EUROPE;BIRDref403;BIRDref536;BIRDref525;
B403;Oenanthe leucura;all;eats;fruit;EUROPE;BIRDref403;BIRDref536;BIRDref525;
B403;Oenanthe leucura;all;eats;other plant parts;EUROPE;BIRDref403;BIRDref536;BIRDref525;
B403;Oenanthe leucura;all;eats;invertebrates;EUROPE;BIRDref403;BIRDref536;BIRDref525;
B404;Oenanthe oenanthe;all;eats;seeds nuts and grains;EUROPE;BIRDref404;BIRDref536;BIRDref525;
B404;Oenanthe oenanthe;all;eats;fruit;EUROPE;BIRDref404;BIRDref536;BIRDref525;
B404;Oenanthe oenanthe;all;eats;other plant parts;EUROPE;BIRDref404;BIRDref536;BIRDref525;
B404;Oenanthe oenanthe;all;eats;invertebrates;EUROPE;BIRDref404;BIRDref536;BIRDref525;
B405;Oenanthe finschii;all;eats;seeds nuts and grains;EUROPE;BIRDref405;BIRDref536;BIRDref525;
B405;Oenanthe finschii;all;eats;fruit;EUROPE;BIRDref405;BIRDref536;BIRDref525;
B405;Oenanthe finschii;all;eats;other plant parts;EUROPE;BIRDref405;BIRDref536;BIRDref525;
B405;Oenanthe finschii;all;eats;invertebrates;EUROPE;BIRDref405;BIRDref536;BIRDref525;
B406;Oenanthe pleschanka;all;eats;seeds nuts and grains;EUROPE;BIRDref406;BIRDref536;BIRDref525;
B406;Oenanthe pleschanka;all;eats;fruit;EUROPE;BIRDref406;BIRDref536;BIRDref525;
B406;Oenanthe pleschanka;all;eats;other plant parts;EUROPE;BIRDref406;BIRDref536;BIRDref525;
B406;Oenanthe pleschanka;all;eats;invertebrates;EUROPE;BIRDref406;BIRDref536;BIRDref525;
B407;Oenanthe hispanica;all;eats;seeds nuts and grains;EUROPE;BIRDref407;BIRDref536;BIRDref525;
B407;Oenanthe hispanica;all;eats;fruit;EUROPE;BIRDref407;BIRDref536;BIRDref525;
B407;Oenanthe hispanica;all;eats;other plant parts;EUROPE;BIRDref407;BIRDref536;BIRDref525;
B407;Oenanthe hispanica;all;eats;invertebrates;EUROPE;BIRDref407;BIRDref536;BIRDref525;
B408;Oenanthe chrysopygia;all;eats;seeds nuts and grains;EUROPE;BIRDref408;BIRDref536;BIRDref525;
B408;Oenanthe chrysopygia;all;eats;fruit;EUROPE;BIRDref408;BIRDref536;BIRDref525;
B408;Oenanthe chrysopygia;all;eats;other plant parts;EUROPE;BIRDref408;BIRDref536;BIRDref525;
B408;Oenanthe chrysopygia;all;eats;invertebrates;EUROPE;BIRDref408;BIRDref536;BIRDref525;
B409;Oenanthe deserti;all;eats;seeds nuts and grains;EUROPE;BIRDref409;BIRDref536;BIRDref525;
B409;Oenanthe deserti;all;eats;fruit;EUROPE;BIRDref409;BIRDref536;BIRDref525;
B409;Oenanthe deserti;all;eats;other plant parts;EUROPE;BIRDref409;BIRDref536;BIRDref525;
B409;Oenanthe deserti;all;eats;invertebrates;EUROPE;BIRDref409;BIRDref536;BIRDref525;
B410;Oenanthe cypriaca;all;eats;seeds nuts and grains;EUROPE;BIRDref410;BIRDref536;BIRDref525;
B410;Oenanthe cypriaca;all;eats;fruit;EUROPE;BIRDref410;BIRDref536;BIRDref525;
B410;Oenanthe cypriaca;all;eats;other plant parts;EUROPE;BIRDref410;BIRDref536;BIRDref525;
B410;Oenanthe cypriaca;all;eats;invertebrates;EUROPE;BIRDref410;BIRDref536;BIRDref525;
B411;Oenanthe isabellina;all;eats;seeds nuts and grains;EUROPE;BIRDref411;BIRDref536;BIRDref525;
B411;Oenanthe isabellina;all;eats;fruit;EUROPE;BIRDref411;BIRDref536;BIRDref525;
B411;Oenanthe isabellina;all;eats;other plant parts;EUROPE;BIRDref411;BIRDref536;BIRDref525;
B411;Oenanthe isabellina;all;eats;invertebrates;EUROPE;BIRDref411;BIRDref536;BIRDref525;
B412;Panurus biarmicus;all;eats;seeds nuts and grains;EUROPE;BIRDref412;BIRDref538;BIRDref527;
B412;Panurus biarmicus;all;eats;invertebrates;EUROPE;BIRDref412;BIRDref538;BIRDref527;
B413;Aegithalos caudatus;all;eats;seeds nuts and grains;EUROPE;BIRDref413;BIRDref538;BIRDref528;
B413;Aegithalos caudatus;all;eats;invertebrates;EUROPE;BIRDref413;BIRDref538;BIRDref528;
B414;Poecile lugubris;all;eats;seeds nuts and grains;EUROPE;BIRDref414;BIRDref538;BIRDref527;
B414;Poecile lugubris;all;eats;fruit;EUROPE;BIRDref414;BIRDref538;BIRDref527;
B414;Poecile lugubris;all;eats;other plant parts;EUROPE;BIRDref414;BIRDref538;BIRDref527;
B414;Poecile lugubris;all;eats;invertebrates;EUROPE;BIRDref414;BIRDref538;BIRDref527;
B415;Poecile palustris;all;eats;seeds nuts and grains;EUROPE;BIRDref415;BIRDref538;BIRDref527;
B415;Poecile palustris;all;eats;fruit;EUROPE;BIRDref415;BIRDref538;BIRDref527;
B415;Poecile palustris;all;eats;other plant parts;EUROPE;BIRDref415;BIRDref538;BIRDref527;
B415;Poecile palustris;all;eats;invertebrates;EUROPE;BIRDref415;BIRDref538;BIRDref527;
B416;Poecile montanus;all;eats;seeds nuts and grains;EUROPE;BIRDref416;BIRDref538;BIRDref527;
B416;Poecile montanus;all;eats;fruit;EUROPE;BIRDref416;BIRDref538;BIRDref527;
B416;Poecile montanus;all;eats;other plant parts;EUROPE;BIRDref416;BIRDref538;BIRDref527;
B416;Poecile montanus;all;eats;invertebrates;EUROPE;BIRDref416;BIRDref538;BIRDref527;
B417;Poecile cinctus;all;eats;seeds nuts and grains;EUROPE;BIRDref417;BIRDref538;BIRDref527;
B417;Poecile cinctus;all;eats;fruit;EUROPE;BIRDref417;BIRDref538;BIRDref527;
B417;Poecile cinctus;all;eats;other plant parts;EUROPE;BIRDref417;BIRDref538;BIRDref527;
B417;Poecile cinctus;all;eats;invertebrates;EUROPE;BIRDref417;BIRDref538;BIRDref527;
B418;Periparus ater;all;eats;seeds nuts and grains;EUROPE;BIRDref418;BIRDref538;BIRDref527;
B418;Periparus ater;all;eats;fruit;EUROPE;BIRDref418;BIRDref538;BIRDref527;
B418;Periparus ater;all;eats;other plant parts;EUROPE;BIRDref418;BIRDref538;BIRDref527;
B418;Periparus ater;all;eats;invertebrates;EUROPE;BIRDref418;BIRDref538;BIRDref527;
B419;Lophophanes cristatus;all;eats;seeds nuts and grains;EUROPE;BIRDref419;BIRDref538;BIRDref527;
B419;Lophophanes cristatus;all;eats;fruit;EUROPE;BIRDref419;BIRDref538;BIRDref527;
B419;Lophophanes cristatus;all;eats;other plant parts;EUROPE;BIRDref419;BIRDref538;BIRDref527;
B419;Lophophanes cristatus;all;eats;invertebrates;EUROPE;BIRDref419;BIRDref538;BIRDref527;
B420;Parus major;all;eats;seeds nuts and grains;EUROPE;BIRDref420;BIRDref538;BIRDref527;
B420;Parus major;all;eats;fruit;EUROPE;BIRDref420;BIRDref538;BIRDref527;
B420;Parus major;all;eats;other plant parts;EUROPE;BIRDref420;BIRDref538;BIRDref527;
B420;Parus major;all;eats;invertebrates;EUROPE;BIRDref420;BIRDref538;BIRDref527;
B421;Cyanistes caeruleus;all;eats;seeds nuts and grains;EUROPE;BIRDref421;BIRDref538;BIRDref527;
B421;Cyanistes caeruleus;all;eats;fruit;EUROPE;BIRDref421;BIRDref538;BIRDref527;
B421;Cyanistes caeruleus;all;eats;other plant parts;EUROPE;BIRDref421;BIRDref538;BIRDref527;
B421;Cyanistes caeruleus;all;eats;invertebrates;EUROPE;BIRDref421;BIRDref538;BIRDref527;
B422;Cyanistes cyanus;all;eats;seeds nuts and grains;EUROPE;BIRDref422;BIRDref538;BIRDref527;
B422;Cyanistes cyanus;all;eats;fruit;EUROPE;BIRDref422;BIRDref538;BIRDref527;
B422;Cyanistes cyanus;all;eats;other plant parts;EUROPE;BIRDref422;BIRDref538;BIRDref527;
B422;Cyanistes cyanus;all;eats;invertebrates;EUROPE;BIRDref422;BIRDref538;BIRDref527;
B423;Sitta europaea;all;eats;seeds nuts and grains;EUROPE;BIRDref423;BIRDref538;BIRDref528;
B423;Sitta europaea;all;eats;fruit;EUROPE;BIRDref423;BIRDref538;BIRDref528;
B423;Sitta europaea;all;eats;other plant parts;EUROPE;BIRDref423;BIRDref538;BIRDref528;
B423;Sitta europaea;all;eats;invertebrates;EUROPE;BIRDref423;BIRDref538;BIRDref528;
B424;Sitta whiteheadi;all;eats;seeds nuts and grains;EUROPE;BIRDref424;BIRDref538;BIRDref528;
B424;Sitta whiteheadi;all;eats;invertebrates;EUROPE;BIRDref424;BIRDref538;BIRDref528;
B425;Sitta krueperi;all;eats;seeds nuts and grains;EUROPE;BIRDref425;BIRDref538;BIRDref528;
B425;Sitta krueperi;all;eats;invertebrates;EUROPE;BIRDref425;BIRDref538;BIRDref528;
B426;Sitta neumayer;all;eats;seeds nuts and grains;EUROPE;BIRDref426;BIRDref538;BIRDref528;
B426;Sitta neumayer;all;eats;fruit;EUROPE;BIRDref426;BIRDref538;BIRDref528;
B426;Sitta neumayer;all;eats;invertebrates;EUROPE;BIRDref426;BIRDref538;BIRDref528;
B427;Sitta tephronota;all;eats;seeds nuts and grains;EUROPE;BIRDref427;BIRDref538;BIRDref528;
B427;Sitta tephronota;all;eats;fruit;EUROPE;BIRDref427;BIRDref538;BIRDref528;
B427;Sitta tephronota;all;eats;invertebrates;EUROPE;BIRDref427;BIRDref538;BIRDref528;
B428;Tichodroma muraria;all;eats;invertebrates;EUROPE;BIRDref428;BIRDref538;BIRDref528;
B429;Certhia familiaris;all;eats;seeds nuts and grains;EUROPE;BIRDref429;BIRDref538;BIRDref528;
B429;Certhia familiaris;all;eats;invertebrates;EUROPE;BIRDref429;BIRDref538;BIRDref528;
B430;Certhia brachydactyla;all;eats;seeds nuts and grains;EUROPE;BIRDref430;BIRDref538;BIRDref528;
B430;Certhia brachydactyla;all;eats;invertebrates;EUROPE;BIRDref430;BIRDref538;BIRDref528;
B431;Remiz pendulinus;all;eats;seeds nuts and grains;EUROPE;BIRDref431;BIRDref538;BIRDref528;
B431;Remiz pendulinus;all;eats;invertebrates;EUROPE;BIRDref431;BIRDref538;BIRDref528;
B432;Oriolus oriolus;all;eats;seeds nuts and grains;EUROPE;BIRDref432;BIRDref538;BIRDref528;
B432;Oriolus oriolus;all;eats;fruit;EUROPE;BIRDref432;BIRDref538;BIRDref528;
B432;Oriolus oriolus;all;eats;other plant parts;EUROPE;BIRDref432;BIRDref538;BIRDref528;
B432;Oriolus oriolus;all;eats;invertebrates;EUROPE;BIRDref432;BIRDref538;BIRDref528;
B433;Lanius collurio;all;eats;invertebrates;EUROPE;BIRDref433;BIRDref538;BIRDref528;
B433;Lanius collurio;all;eats;fish;EUROPE;BIRDref433;BIRDref538;BIRDref528;
B434;Lanius excubitor;all;eats;fruit;EUROPE;BIRDref434;BIRDref538;BIRDref528;
B434;Lanius excubitor;all;eats;other plant parts;EUROPE;BIRDref434;BIRDref538;BIRDref528;
B434;Lanius excubitor;all;eats;invertebrates;EUROPE;BIRDref434;BIRDref538;BIRDref528;
B434;Lanius excubitor;all;eats;fish;EUROPE;BIRDref434;BIRDref538;BIRDref528;
B435;Lanius meridionalis;all;eats;fruit;EUROPE;BIRDref435;BIRDref538;BIRDref528;
B435;Lanius meridionalis;all;eats;other plant parts;EUROPE;BIRDref435;BIRDref538;BIRDref528;
B435;Lanius meridionalis;all;eats;invertebrates;EUROPE;BIRDref435;BIRDref538;BIRDref528;
