idtaxon;idnombre;ScientificName;idnombre sinónimo;Sinónimo;Tipo sinonimia;taxonConceptID;ScientificNameID;nameAccordingto;namePublishedIn;namePublishedInYear;kingdom;phylum;class;order;family;genus;subgenus;specificepithet;infraspecificepithet;taxonRank;WithoutAutorship;ScientificNameAuthorship;taxonRemarks;Vernacular Name;Origen;Environment;Grupo taxonómico
33081;33081;Iduna pallida (Hemprich & Ehrenberg, 1833);;;;;;;;;Animalia;Chordata;Aves;Passeriformes;Acrocephalidae;Iduna;;pallida;;Species;Iduna pallida;(Hemprich & Ehrenberg, 1833);;Zarcero pálido;Especie nativa;Terrestre (incl. fluvial);Aves
33088;33088;Linaria cannabina (Linnaeus, 1758);10951;Carduelis cannabina Linnaeus, 1758;Sinónimo;;;;;;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Linaria;;cannabina;;Species;Linaria cannabina;(Linnaeus, 1758);;Pardillo común;Especie nativa;Terrestre (incl. fluvial);Aves
33088;33088;Linaria cannabina (Linnaeus, 1758);;;;;;;;;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Linaria;;cannabina;;Species;Linaria cannabina;(Linnaeus, 1758);;Pardillo común;Especie nativa;Terrestre (incl. fluvial);Aves
33089;33089;Linaria flavirostris (Linnaeus, 1758);16436;Carduelis flavirostris (Linnaeus, 1758);Sinónimo;;;;;;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Linaria;;flavirostris;;Species;Linaria flavirostris;(Linnaeus, 1758);;Pardillo piquigualdo;Especie nativa;Terrestre (incl. fluvial);Aves
33089;33089;Linaria flavirostris (Linnaeus, 1758);;;;;;;;;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Linaria;;flavirostris;;Species;Linaria flavirostris;(Linnaeus, 1758);;Pardillo piquigualdo;Especie nativa;Terrestre (incl. fluvial);Aves
33094;33094;Mareca penelope (Linnaeus, 1758);11958;Anas penelope Linnaeus, 1758;Sinónimo;;;;;;Animalia;Chordata;Aves;Anseriformes;Anatidae;Mareca;;penelope;;Species;Mareca penelope;(Linnaeus, 1758);;Silbón europeo;Especie nativa;Terrestre (incl. fluvial);Aves
33094;33094;Mareca penelope (Linnaeus, 1758);;;;;;;;;Animalia;Chordata;Aves;Anseriformes;Anatidae;Mareca;;penelope;;Species;Mareca penelope;(Linnaeus, 1758);;Silbón europeo;Especie nativa;Terrestre (incl. fluvial);Aves
33095;33095;Zamenis scalaris (Schinz, 1822);12156;Rhinechis scalaris (Schinz, 1822);Sinónimo;;;;;;Animalia;Chordata;Reptilia;Squamata;Colubridae;Zamenis;;scalaris;;Species;Zamenis scalaris;(Schinz, 1822);;Bicha;Especie nativa;Terrestre (incl. fluvial);Reptiles
33095;33095;Zamenis scalaris (Schinz, 1822);28953;Elaphe scalaris Kahl Et Al., 1980;Sinónimo;;;;;;Animalia;Chordata;Reptilia;Squamata;Colubridae;Zamenis;;scalaris;;Species;Zamenis scalaris;(Schinz, 1822);;Bicha;Especie nativa;Terrestre (incl. fluvial);Reptiles
33095;33095;Zamenis scalaris (Schinz, 1822);;;;;;;;;Animalia;Chordata;Reptilia;Squamata;Colubridae;Zamenis;;scalaris;;Species;Zamenis scalaris;(Schinz, 1822);;Bicha;Especie nativa;Terrestre (incl. fluvial);Reptiles
33096;33096;Microcarbo pygmaeus (Pallas, 1773);14035;Phalacrocorax pygmaeus Pallas, 1773;Sinónimo;;;;;;Animalia;Chordata;Aves;Suliformes;Phalacrocoracidae;Microcarbo;;pygmaeus;;Species;Microcarbo pygmaeus;(Pallas, 1773);;;Especie nativa;Marino;Aves
33096;33096;Microcarbo pygmaeus (Pallas, 1773);;;;;;;;;Animalia;Chordata;Aves;Suliformes;Phalacrocoracidae;Microcarbo;;pygmaeus;;Species;Microcarbo pygmaeus;(Pallas, 1773);;;Especie nativa;Marino;Aves
33122;33122;Rhodospiza obsoleta (Lichtenstein, MHK, 1823);30021;Rhodopechys obsoleta (M. H. K. Lichtenstein, 1823);Sinónimo;;;;;;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Rhodospiza;;obsoleta;;Species;Rhodospiza obsoleta;(Lichtenstein, MHK, 1823);;Camachuelo desertícola;Indeterminado;Terrestre (incl. fluvial);Aves
33122;33122;Rhodospiza obsoleta (Lichtenstein, MHK, 1823);;;;;;;;;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Rhodospiza;;obsoleta;;Species;Rhodospiza obsoleta;(Lichtenstein, MHK, 1823);;Camachuelo desertícola;Indeterminado;Terrestre (incl. fluvial);Aves
33130;33130;Sclerophrys mauritanica (Schlegel, 1841);11693;Bufo mauritanicus Schlegel, 1841;Sinónimo;;;;;;Animalia;Chordata;Amphibia;Anura;Bufonidae;Sclerophrys;;mauritanica;;Species;Sclerophrys mauritanica;(Schlegel, 1841);;Sapo Moruno;Especie nativa;Terrestre (incl. fluvial);Anfibios
33130;33130;Sclerophrys mauritanica (Schlegel, 1841);16218;Amietophrynus mauritanicus (Schlegel, 1841);Sinónimo;;;;;;Animalia;Chordata;Amphibia;Anura;Bufonidae;Sclerophrys;;mauritanica;;Species;Sclerophrys mauritanica;(Schlegel, 1841);;Sapo Moruno;Especie nativa;Terrestre (incl. fluvial);Anfibios
33130;33130;Sclerophrys mauritanica (Schlegel, 1841);;;;;;;;;Animalia;Chordata;Amphibia;Anura;Bufonidae;Sclerophrys;;mauritanica;;Species;Sclerophrys mauritanica;(Schlegel, 1841);;Sapo Moruno;Especie nativa;Terrestre (incl. fluvial);Anfibios
33141;33141;Spilopelia senegalensis (Linnaeus, 1766);16362;Streptopelia senegalensis (Linnaeus, 1766);Sinónimo;;;;;;Animalia;Chordata;Aves;Columbiformes;Columbidae;Spilopelia;;senegalensis;;Species;Spilopelia senegalensis;(Linnaeus, 1766);;Tórtola senegalesa;Especie nativa;Terrestre (incl. fluvial);Aves
33141;33141;Spilopelia senegalensis (Linnaeus, 1766);;;;;;;;;Animalia;Chordata;Aves;Columbiformes;Columbidae;Spilopelia;;senegalensis;;Species;Spilopelia senegalensis;(Linnaeus, 1766);;Tórtola senegalesa;Especie nativa;Terrestre (incl. fluvial);Aves
33149;33149;Hydrobates leucorhous (Vieillot, 1818);14024;Oceanodroma leucorhoa (Vieillot, 1818);Sinónimo;;;;;;Animalia;Chordata;Aves;Procellariiformes;Hydrobatidae;Hydrobates;;leucorhous;;Species;Hydrobates leucorhous;(Vieillot, 1818);;Paíño boreal;Especie nativa;Marino;Aves
33149;33149;Hydrobates leucorhous (Vieillot, 1818);;;;;;;;;Animalia;Chordata;Aves;Procellariiformes;Hydrobatidae;Hydrobates;;leucorhous;;Species;Hydrobates leucorhous;(Vieillot, 1818);;Paíño boreal;Especie nativa;Marino;Aves
33169;33169;Dendrocopos major subsp. hispanus;;;;;;;;;Animalia;Chordata;Aves;Piciformes;Picidae;Dendrocopos;;major;hispanus;Subspecies;Dendrocopos major hispanus;;;;;Terrestre (incl. fluvial);Aves
33171;33171;Puffinus boydi Mathews, 1912;;;;;;;;;Animalia;Chordata;Aves;Procellariiformes;Procellariidae;Puffinus;;boydi;;Species;Puffinus boydi;Mathews, 1912;;;Especie nativa;Marino;Aves
34265;34265;Alca torda islandica Linnaeus, 1758;;;;;;;;;Animalia;Chordata;Aves;Charadriiformes;Alcidae;Alca;;torda;islandica;Subspecies;Alca torda islandica;Linnaeus, 1758;;;Especie nativa;Marino;Aves
34272;34272;Alle alle alle Linnaeus, 1758;;;;;;;;;Animalia;Chordata;Aves;Charadriiformes;Alcidae;Alle;;alle;alle;Subspecies;Alle alle alle;Linnaeus, 1758;;;Especie nativa;Marino;Aves
34488;34488;Bucephala clangula clangula Linnaeus, 1758;;;;;;;;;Animalia;Chordata;Aves;Anseriformes;Anatidae;Bucephala;;clangula;clangula;Subspecies;Bucephala clangula clangula;Linnaeus, 1758;;;Especie nativa;Marino;Aves
34508;34508;Calonectris borealis borealis Cory, 1881;;;;;;;;;Animalia;Chordata;Aves;Procellariiformes;Procellariidae;Calonectris;;borealis;borealis;Subspecies;Calonectris borealis borealis;Cory, 1881;;;Especie nativa;Marino;Aves
34555;34555;Cephalorhynchus heavisidii (Gray, 1828);;;;;;;;;Animalia;Chordata;Mammalia;Cetacea;Delphinidae;Cephalorhynchus;;heavisidii;;Species;Cephalorhynchus heavisidii;(Gray, 1828);;;Especie nativa;Marino;Mamíferos
34599;34599;Chlidonias hybrida hybrida Pallas, 1811;;;;;;;;;Animalia;Chordata;Aves;Charadriiformes;Laridae;Chlidonias;;hybrida;hybrida;Subspecies;Chlidonias hybrida hybrida;Pallas, 1811;;;Especie nativa;Marino;Aves
34600;34600;Chlidonias niger niger Linnaeus, 1758;;;;;;;;;Animalia;Chordata;Aves;Charadriiformes;Laridae;Chlidonias;;niger;niger;Subspecies;Chlidonias niger niger;Linnaeus, 1758;;;Especie nativa;Marino;Aves
34993;34993;Fulmarus glacialis auduboni Linnaeus, 1758;;;;;;;;;Animalia;Chordata;Aves;Procellariiformes;Procellariidae;Fulmarus;;glacialis;auduboni;Subspecies;Fulmarus glacialis auduboni;Linnaeus, 1758;;;Especie nativa;Marino;Aves
35013;35013;Gelochelidon nilotica nilotica Gmelin, 1789;32214;Sterna nilotica nilotica;Sinónimo;;;;;;Animalia;Chordata;Aves;Charadriiformes;Laridae;Gelochelidon;;nilotica;nilotica;Subspecies;Gelochelidon nilotica nilotica;Gmelin, 1789;;;Especie nativa;Marino;Aves
35013;35013;Gelochelidon nilotica nilotica Gmelin, 1789;;;;;;;;;Animalia;Chordata;Aves;Charadriiformes;Laridae;Gelochelidon;;nilotica;nilotica;Subspecies;Gelochelidon nilotica nilotica;Gmelin, 1789;;;Especie nativa;Marino;Aves
35324;35324;Larus argentatus argentatus Pontoppidan, 1763;;;;;;;;;Animalia;Chordata;Aves;Charadriiformes;Laridae;Larus;;argentatus;argentatus;Subspecies;Larus argentatus argentatus;Pontoppidan, 1763;;;Especie nativa;Marino;Aves
35325;35325;Larus argentatus argenteus Brehm, 1822;;;;;;;;;Animalia;Chordata;Aves;Charadriiformes;Laridae;Larus;;argentatus;argenteus;Subspecies;Larus argentatus argenteus;Brehm, 1822;;;Especie nativa;Marino;Aves
35326;35326;Larus canus canus Linnaeus, 1758;;;;;;;;;Animalia;Chordata;Aves;Charadriiformes;Laridae;Larus;;canus;canus;Subspecies;Larus canus canus;Linnaeus, 1758;;;Especie nativa;Marino;Aves
35327;35327;Larus dominicanus vetula Lichtenstein, 1823;;;;;;;;;Animalia;Chordata;Aves;Charadriiformes;Laridae;Larus;;dominicanus;vetula;Subspecies;Larus dominicanus vetula;Lichtenstein, 1823;;;Especie nativa;Marino;Aves
35328;35328;Larus fuscus fuscus Linnaeus, 1758;;;;;;;;;Animalia;Chordata;Aves;Charadriiformes;Laridae;Larus;;fuscus;fuscus;Subspecies;Larus fuscus fuscus;Linnaeus, 1758;;;Especie nativa;Marino;Aves
35329;35329;Larus glaucoides glaucoides Meyer, 1822;;;;;;;;;Animalia;Chordata;Aves;Charadriiformes;Laridae;Larus;;glaucoides;glaucoides;Subspecies;Larus glaucoides glaucoides;Meyer, 1822;;;Especie nativa;Marino;Aves
35330;35330;Larus glaucoides kumlieni Brewster, 1883;;;;;;;;;Animalia;Chordata;Aves;Charadriiformes;Laridae;Larus;;glaucoides;kumlieni;Subspecies;Larus glaucoides kumlieni;Brewster, 1883;;;Especie nativa;Marino;Aves
35331;35331;Larus glaucoides thayeri Brooks, 1915;;;;;;;;;Animalia;Chordata;Aves;Charadriiformes;Laridae;Larus;;glaucoides;thayeri;Subspecies;Larus glaucoides thayeri;Brooks, 1915;;;Especie nativa;Marino;Aves
35332;35332;Larus hyperboreus hyperboreus Gunnerus, 1767;;;;;;;;;Animalia;Chordata;Aves;Charadriiformes;Laridae;Larus;;hyperboreus;hyperboreus;Subspecies;Larus hyperboreus hyperboreus;Gunnerus, 1767;;;Especie nativa;Marino;Aves
35333;35333;Larus michahellis atlantis J.F. Naumann, 1840;80322;Larus cachinnans atlantis Dwight, 1922;Sinónimo;;;;;;Animalia;Chordata;Aves;Charadriiformes;Laridae;Larus;;michahellis;atlantis;Subspecies;Larus michahellis atlantis;J.F. Naumann, 1840;;;Especie nativa;Marino;Aves
35333;35333;Larus michahellis atlantis J.F. Naumann, 1840;;;;;;;;;Animalia;Chordata;Aves;Charadriiformes;Laridae;Larus;;michahellis;atlantis;Subspecies;Larus michahellis atlantis;J.F. Naumann, 1840;;;Especie nativa;Marino;Aves
35334;35334;Larus michahellis michahellis J.F. Naumann, 1840;;;;;;;;;Animalia;Chordata;Aves;Charadriiformes;Laridae;Larus;;michahellis;michahellis;Subspecies;Larus michahellis michahellis;J.F. Naumann, 1840;;;Especie nativa;Marino;Aves
35474;35474;Mergus merganser merganser Linnaeus, 1758;;;;;;;;;Animalia;Chordata;Aves;Anseriformes;Anatidae;Mergus;;merganser;merganser;Subspecies;Mergus merganser merganser;Linnaeus, 1758;;;Especie nativa;Marino;Aves
35899;35899;Podiceps grisegena grisegena Boddaert, 1783;;;;;;;;;Animalia;Chordata;Aves;Podicipediformes;Podicipedidae;Podiceps;;grisegena;grisegena;Subspecies;Podiceps grisegena grisegena;Boddaert, 1783;;;Especie nativa;Marino;Aves
36119;36119;Rissa tridactyla tridactyla Linnaeus, 1758;;;;;;;;;Animalia;Chordata;Aves;Charadriiformes;Laridae;Rissa;;tridactyla;tridactyla;Subspecies;Rissa tridactyla tridactyla;Linnaeus, 1758;;;Especie nativa;Marino;Aves
36247;36247;Stercorarius longicaudus longicaudus Vieillot, 1819;;;;;;;;;Animalia;Chordata;Aves;Charadriiformes;Stercorariidae;Stercorarius;;longicaudus;longicaudus;Subspecies;Stercorarius longicaudus longicaudus;Vieillot, 1819;;;Especie nativa;Marino;Aves
36249;36249;Sterna hirundo hirundo Linnaeus, 1758;;;;;;;;;Animalia;Chordata;Aves;Charadriiformes;Laridae;Sterna;;hirundo;hirundo;Subspecies;Sterna hirundo hirundo;Linnaeus, 1758;;;Especie nativa;Marino;Aves
36250;36250;Sternula albifrons albifrons Pallas, 1764;24442;Sterna albifrons albifrons;Sinónimo;;;;;;Animalia;Chordata;Aves;Charadriiformes;Laridae;Sternula;;albifrons;albifrons;Subspecies;Sternula albifrons albifrons;Pallas, 1764;;;Especie nativa;Marino;Aves
36250;36250;Sternula albifrons albifrons Pallas, 1764;;;;;;;;;Animalia;Chordata;Aves;Charadriiformes;Laridae;Sternula;;albifrons;albifrons;Subspecies;Sternula albifrons albifrons;Pallas, 1764;;;Especie nativa;Marino;Aves
36340;36340;Thalasseus bengalensis emigratus Neumann, 1934;;;;;;;;;Animalia;Chordata;Aves;Charadriiformes;Laridae;Thalasseus;;bengalensis;emigratus;Subspecies;Thalasseus bengalensis emigratus;Neumann, 1934;;;Especie nativa;Marino;Aves
36342;36342;Thalasseus maximus (Boddaert, 1783);14074;Sterna maxima Boddaert, 1783;Sinónimo;;;;;;Animalia;Chordata;Aves;Charadriiformes;Laridae;Thalasseus;;maximus;;Species;Thalasseus maximus;(Boddaert, 1783);;;Especie nativa;Marino;Aves
36342;36342;Thalasseus maximus (Boddaert, 1783);;;;;;;;;Animalia;Chordata;Aves;Charadriiformes;Laridae;Thalasseus;;maximus;;Species;Thalasseus maximus;(Boddaert, 1783);;;Especie nativa;Marino;Aves
36343;96953;Thalasseus maximus albididorsalis Hartert, 1921;36343;Thalasseus maximus albidorsalis Hartert, 1921;Sinónimo;;;;;;Animalia;Chordata;Aves;Charadriiformes;Laridae;Thalasseus;;maximus;albididorsalis;Subspecies;Thalasseus maximus albididorsalis;Hartert, 1921;;;Especie nativa;Marino;Aves
36343;96953;Thalasseus maximus albididorsalis Hartert, 1921;;;;;;;;;Animalia;Chordata;Aves;Charadriiformes;Laridae;Thalasseus;;maximus;albididorsalis;Subspecies;Thalasseus maximus albididorsalis;Hartert, 1921;;;Especie nativa;Marino;Aves
36344;36344;Thalasseus maximus maximus Boddaert, 1783;;;;;;;;;Animalia;Chordata;Aves;Charadriiformes;Laridae;Thalasseus;;maximus;maximus;Subspecies;Thalasseus maximus maximus;Boddaert, 1783;;;Especie nativa;Marino;Aves
36499;36499;Uria aalge albionis Witherby, 1923;;;;;;;;;Animalia;Chordata;Aves;Charadriiformes;Alcidae;Uria;;aalge;albionis;Subspecies;Uria aalge albionis;Witherby, 1923;;;Especie nativa;Marino;Aves
36626;36626;Timon nevadensis (Buchholz, 1963);93889;Lacerta lepida nevadensis Buchholz, 1963;Sinónimo;;;;;;Animalia;Chordata;Reptilia;Squamata;Lacertidae;Timon;;nevandensis;;Species;Timon nevandensis;(Buchholz, 1963);;Lagarto ocelado del sureste;Especie nativa;Terrestre (incl. fluvial);Reptiles
36626;36626;Timon nevadensis (Buchholz, 1963);;;;;;;;;Animalia;Chordata;Reptilia;Squamata;Lacertidae;Timon;;nevandensis;;Species;Timon nevandensis;(Buchholz, 1963);;Lagarto ocelado del sureste;Especie nativa;Terrestre (incl. fluvial);Reptiles
36632;36632;Tyto alba alba (Scopoli, 1769);;;;;;;;;Animalia;Chordata;Aves;Strigiformes;Tytonidae;Tyto;;alba;alba;Subspecies;Tyto alba alba;(Scopoli, 1769);;;;Terrestre (incl. fluvial);Aves
36634;36634;Hemidactylus mabouia Oken, 1817;;;;;;;;;Animalia;Chordata;Reptilia;Squamata;Gekkonidae;Hemidactylus;;mabouia;;Species;Hemidactylus mabouia;Oken, 1817;;;Especie no nativa;Terrestre (incl. fluvial);Reptiles
36635;36635;Indotyphlops braminus (Daudin, 1803);;;;;;;;;Animalia;Chordata;Reptilia;Squamata;Typhlopidae;Indotyphlops;;braminus;;Species;Indotyphlops braminus;(Daudin, 1803);;;Especie no nativa;Terrestre (incl. fluvial);Reptiles
36636;36636;Lampropeltis californiae (Blainville, 1855);;;;;;;;;Animalia;Chordata;Reptilia;Squamata;Colubridae;Lampropeltis;;californiae;;Species;Lampropeltis californiae;(Blainville, 1855);;;Especie no nativa;Terrestre (incl. fluvial);Reptiles
36637;36637;Natrix astreptophora (López-Seoane, 1884);;;;;;;;;Animalia;Chordata;Reptilia;Squamata;Natricidae;Natrix;;astreptophora;;Species;Natrix astreptophora;(López-Seoane, 1884);;Culebra de collar mediterránea;Especie nativa;Terrestre (incl. fluvial);Reptiles
36638;36638;Teira dugesii (Milne-Edwards, 1829);;;;;;;;;Animalia;Chordata;Reptilia;Squamata;Lacertidae;Teira;;dugesii;;Species;Teira dugesii;(Milne-Edwards, 1829);;;Especie no nativa;Terrestre (incl. fluvial);Reptiles
36639;36639;Antigone canadensis (Linnaeus, 1758);16316;Grus canadensis (Linnaeus, 1758);Sinónimo;;;;;;Animalia;Chordata;Aves;Gruiformes;Gruidae;Antigone;;canadensis;;Species;Antigone canadensis;(Linnaeus, 1758);;Grulla canadiense;Especie nativa;Terrestre (incl. fluvial);Aves
36639;36639;Antigone canadensis (Linnaeus, 1758);;;;;;;;;Animalia;Chordata;Aves;Gruiformes;Gruidae;Antigone;;canadensis;;Species;Antigone canadensis;(Linnaeus, 1758);;Grulla canadiense;Especie nativa;Terrestre (incl. fluvial);Aves
36640;36640;Aratinga nenday (Vieillot, 1823);;;;;;;;;Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Aratinga;;nenday;;Species;Aratinga nenday;(Vieillot, 1823);;Aratinga ñanday;Especie no nativa;Terrestre (incl. fluvial);Aves
36641;36641;Branta hutchinsii (Richardson, 1832);;;;;;;;;Animalia;Chordata;Aves;Anseriformes;Anatidae;Branta;;hutchinsii;;Species;Branta hutchinsii;(Richardson, 1832);;Barnacla canadiense chica;Indeterminado;Terrestre (incl. fluvial);Aves
36642;36642;Calidris ruficollis (Pallas, 1776);;;;;;;;;Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Calidris;;ruficollis;;Species;Calidris ruficollis;(Pallas, 1776);;Correlimos cuellirrojo;Especie nativa;Terrestre (incl. fluvial);Aves
36643;36643;Calidris subruficollis (Vieillot, 1819);16342;Tryngites subruficollis (Vieillot, 1819);Sinónimo;;;;;;Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Calidris;;subruficollis;;Species;Calidris subruficollis;(Vieillot, 1819);;Correlimos canelo;Especie nativa;Terrestre (incl. fluvial);Aves
36643;36643;Calidris subruficollis (Vieillot, 1819);;;;;;;;;Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Calidris;;subruficollis;;Species;Calidris subruficollis;(Vieillot, 1819);;Correlimos canelo;Especie nativa;Terrestre (incl. fluvial);Aves
36644;36644;Caprimulgus aegyptius Lichtenstein, MHK, 1823;;;;;;;;;Animalia;Chordata;Aves;Caprimulgiformes;Caprimulgidae;Caprimulgus;;aegyptius;;Species;Caprimulgus aegyptius;Lichtenstein, MHK, 1823;;Chotacabras egipcio;Especie nativa;Terrestre (incl. fluvial);Aves
36645;36645;Coracias abyssinicus Hermann, 1783;;;;;;;;;Animalia;Chordata;Aves;Coraciiformes;Coraciidae;Coracias;;abyssinicus;;Species;Coracias abyssinicus;Hermann, 1783;;Carraca abisinia;Especie nativa;Terrestre (incl. fluvial);Aves
36646;36646;Corvus ruficollis Lesson, R, 1831;;;;;;;;;Animalia;Chordata;Aves;Passeriformes;Corvidae;Corvus;;ruficollis;;Species;Corvus ruficollis;Lesson, R, 1831;;Cuervo desertícola;Especie nativa;Terrestre (incl. fluvial);Aves
36647;36647;Emberiza cioides von Brandt, JF, 1843;;;;;;;;;Animalia;Chordata;Aves;Passeriformes;Emberizidae;Emberiza;;cioides;;Species;Emberiza cioides;von Brandt, JF, 1843;;Escribano de Brandt;Indeterminado;Terrestre (incl. fluvial);Aves
36649;36649;Gallinago delicata (Ord, 1825);;;;;;;;;Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Gallinago;;delicata;;Species;Gallinago delicata;(Ord, 1825);;Agachadiza de Wilson;Especie nativa;Terrestre (incl. fluvial);Aves
36650;36650;Geothlypis trichas (Linnaeus, 1766);;;;;;;;;Animalia;Chordata;Aves;Passeriformes;Parulidae;Geothlypis;;trichas;;Species;Geothlypis trichas;(Linnaeus, 1766);;Mascarita común;Especie nativa;Terrestre (incl. fluvial);Aves
36651;36651;Lanius cristatus Linnaeus, 1758;;;;;;;;;Animalia;Chordata;Aves;Passeriformes;Laniidae;Lanius;;cristatus;;Species;Lanius cristatus;Linnaeus, 1758;;Alcaudón pardo;Especie nativa;Terrestre (incl. fluvial);Aves
36652;36652;Limnodromus griseus (Gmelin, JF, 1789);;;;;;;;;Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Limnodromus;;griseus;;Species;Limnodromus griseus;(Gmelin, JF, 1789);;Agujeta gris;Especie nativa;Marino y Terrestre (incl. fluvial);Aves
36653;36653;Mareca americana (Gmelin, JF, 1789);16263;Anas americana Gmelin, 1789;Sinónimo;;;;;;Animalia;Chordata;Aves;Anseriformes;Anatidae;Mareca;;americana;;Species;Mareca americana;(Gmelin, JF, 1789);;Silbón americano;Especie nativa;Terrestre (incl. fluvial);Aves
36653;36653;Mareca americana (Gmelin, JF, 1789);;;;;;;;;Animalia;Chordata;Aves;Anseriformes;Anatidae;Mareca;;americana;;Species;Mareca americana;(Gmelin, JF, 1789);;Silbón americano;Especie nativa;Terrestre (incl. fluvial);Aves
36654;36654;Mareca falcata (Georgi, 1775);16264;Anas falcata Georgi, 1775;Sinónimo;;;;;;Animalia;Chordata;Aves;Anseriformes;Anatidae;Mareca;;falcata;;Species;Mareca falcata;(Georgi, 1775);;Cerceta de alfanjes;Indeterminado;Terrestre (incl. fluvial);Aves
36654;36654;Mareca falcata (Georgi, 1775);;;;;;;;;Animalia;Chordata;Aves;Anseriformes;Anatidae;Mareca;;falcata;;Species;Mareca falcata;(Georgi, 1775);;Cerceta de alfanjes;Indeterminado;Terrestre (incl. fluvial);Aves
36655;36655;Melospiza melodia (Wilson, A, 1810);;;;;;;;;Animalia;Chordata;Aves;Passeriformes;;Melospiza;;melodia;;Species;Melospiza melodia;(Wilson, A, 1810);;Chingolo cantor;Especie nativa;Marino y Terrestre (incl. fluvial);Aves
36656;36656;Microcarbo africanus (Gmelin, JF, 1789);;;;;;;;;Animalia;Chordata;Aves;Suliformes;Phalacrocoracidae;Microcarbo;;africanus;;Species;Microcarbo africanus;(Gmelin, JF, 1789);;Cormorán africano;Indeterminado;Marino y Terrestre (incl. fluvial);Aves
36658;36658;Mimus polyglottos (Linnaeus, 1758);;;;;;;;;Animalia;Chordata;Aves;Passeriformes;Mimidae;Mimus;;polyglottos;;Species;Mimus polyglottos;(Linnaeus, 1758);;Sinsonte norteño;Indeterminado;Terrestre (incl. fluvial);Aves
36659;36659;Parkesia noveboracensis (Gmelin, JF, 1789);;;;;;;;;Animalia;Chordata;Aves;Passeriformes;Parulidae;Parkesia;;noveboracensis;;Species;Parkesia noveboracensis;(Gmelin, JF, 1789);;Reinita charquera norteña;Especie nativa;Terrestre (incl. fluvial);Aves
36660;36660;Passer italiae (Vieillot, 1817);;;;;;;;;Animalia;Chordata;Aves;Passeriformes;Passeridae;Passer;;italiae;;Species;Passer italiae;(Vieillot, 1817);;Gorrión italiano;Indeterminado;Terrestre (incl. fluvial);Aves
36661;36661;Passer luteus (Lichtenstein, MHK, 1823);;;;;;;;;Animalia;Chordata;Aves;Passeriformes;Passeridae;Passer;;luteus;;Species;Passer luteus;(Lichtenstein, MHK, 1823);;Gorrión dorado;Indeterminado;Terrestre (incl. fluvial);Aves
36662;36662;Pica mauritanica Malherbe, 1845;;;;;;;;;Animalia;Chordata;Aves;Passeriformes;Corvidae;Pica;;mauritanica;;Species;Pica mauritanica;Malherbe, 1845;;Urraca magrebí;Especie nativa;Terrestre (incl. fluvial);Aves
36663;36663;Picus vaillantii (Malherbe, 1847);;;;;;;;;Animalia;Chordata;Aves;Piciformes;Picidae;Picus;;vaillantii;;Species;Picus vaillantii;(Malherbe, 1847);;Pito real bereber;Especie nativa;Terrestre (incl. fluvial);Aves
36664;36664;Psittacara erythrogenys Lesson, R, 1844;;;;;;;;;Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Psittacara;;erythrogenys;;Species;Psittacara erythrogenys;Lesson, R, 1844;;Aratinga de Guayaquil;Especie no nativa;Terrestre (incl. fluvial);Aves
36665;36665;Psittacara mitratus (Tschudi, 1844);;;;;;;;;Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Psittacara;;mitratus;;Species;Psittacara mitratus;(Tschudi, 1844);;Aratinga mitrada;Especie no nativa;Terrestre (incl. fluvial);Aves
36668;36668;Sibirionetta formosa (Georgi, 1775);16265;Anas formosa Georgi, 1775;Sinónimo;;;;;;Animalia;Chordata;Aves;Anseriformes;Anatidae;Sibirionetta;;formosa;;Species;Sibirionetta formosa;(Georgi, 1775);;Cerceta del Baikal;Indeterminado;Terrestre (incl. fluvial);Aves
36668;36668;Sibirionetta formosa (Georgi, 1775);;;;;;;;;Animalia;Chordata;Aves;Anseriformes;Anatidae;Sibirionetta;;formosa;;Species;Sibirionetta formosa;(Georgi, 1775);;Cerceta del Baikal;Indeterminado;Terrestre (incl. fluvial);Aves
36669;36669;Spatula cyanoptera (Vieillot, 1816);;;;;;;;;Animalia;Chordata;Aves;Anseriformes;Anatidae;Spatula;;cyanoptera;;Species;Spatula cyanoptera;(Vieillot, 1816);;Cerceta colorada;Indeterminado;Terrestre (incl. fluvial);Aves
36670;36670;Spatula discors (Linnaeus, 1766);16268;Anas discors Linnaeus, 1766;Sinónimo;;;;;;Animalia;Chordata;Aves;Anseriformes;Anatidae;Spatula;;discors;;Species;Spatula discors;(Linnaeus, 1766);;Cerceta aliazul;Especie nativa;Terrestre (incl. fluvial);Aves
