idtaxon;idnombre;ScientificName;idnombre sinónimo;Sinónimo;Tipo sinonimia;taxonConceptID;ScientificNameID;nameAccordingto;namePublishedIn;namePublishedInYear;kingdom;phylum;class;order;family;genus;subgenus;specificepithet;infraspecificepithet;taxonRank;WithoutAutorship;ScientificNameAuthorship;taxonRemarks;Vernacular Name;Origen;Environment;Grupo taxonómico
10468;10468;Myiopsitta monachus (Boddaert, 1783);;;;;urn:lsid:recibio.net:name:7010a8a4-4b87-4c31-bb6c-cf921ef280ee;;;;Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Myiopsitta;;monachus;;Species;Myiopsitta monachus;(Boddaert, 1783);;Cotorra argentina;Especie no nativa;Terrestre (incl. fluvial);Aves
10471;10471;Xenopus laevis (Daudin, 1802);;;;;;;;;Animalia;Chordata;Amphibia;Anura;Pipidae;Xenopus;;laevis;;Species;Xenopus laevis;(Daudin, 1802);;Rana de uñas africana;Especie no nativa;Terrestre (incl. fluvial);Anfibios
10479;10479;Amandava amandava (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:1c4a063e-1243-432b-acd1-40a8465d4243;;;;Animalia;Chordata;Aves;Passeriformes;Estrildidae;Amandava;;amandava;;Species;Amandava amandava;(Linnaeus, 1758);;Bengalí rojo;Especie no nativa;Terrestre (incl. fluvial);Aves
10481;10481;Ammotragus lervia (Pallas, 1777);;;;;urn:lsid:recibio.net:name:054b0554-3f1d-440b-afc7-e737ebef9ece;;;;Animalia;Chordata;Mammalia;Artiodactyla;Bovidae;Ammotragus;;lervia;;Species;Ammotragus lervia;(Pallas, 1777);;Arrui;Especie no nativa;Terrestre (incl. fluvial);Mamíferos
10485;10485;Atelerix albiventris (Wagner, 1841);;;;;;;;;Animalia;Chordata;Mammalia;Erinaceomorpha;Erinaceidae;Atelerix;;albiventris;;Species;Atelerix albiventris;(Wagner, 1841);;Erizo africano de vientre blanco;Especie no nativa;Terrestre (incl. fluvial);Mamíferos
10489;10489;Branta canadensis (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:4729e048-24ab-4a9a-b236-1163d3886344;;;;Animalia;Chordata;Aves;Anseriformes;Anatidae;Branta;;canadensis;;Species;Branta canadensis;(Linnaeus, 1758);;Barnacla canadiense grande;Especie no nativa;Terrestre (incl. fluvial);Aves
10502;10502;Chrysemys picta (Schneider, 1783);;;;;;;;;Animalia;Chordata;Reptilia;Testudines;Emydidae;Chrysemys;;picta;;Species;Chrysemys picta;(Schneider, 1783);;Tortuga pintada;Especie no nativa;Terrestre (incl. fluvial);Reptiles
10510;10510;Threskiornis aethiopicus (Latham, 1790);;;;;;;;;Animalia;Chordata;Aves;Pelecaniformes;Threskiornithidae;Threskiornis;;aethiopicus;;Species;Threskiornis aethiopicus;(Latham, 1790);;Ibis sagrado;Especie no nativa;Terrestre (incl. fluvial);Aves
10515;10515;Duttaphrynus melanostictus (Schneider, 1799);;;;;;;;;Animalia;Chordata;Amphibia;Anura;Bufonidae;Duttaphrynus;;melanostictus;;Species;Duttaphrynus melanostictus;(Schneider, 1799);;;Especie no nativa;Terrestre (incl. fluvial);Anfibios
10536;10536;Hemiechinus auritus (Gmelin, 1770);;;;;;;;;Animalia;Chordata;Mammalia;Erinaceomorpha;Erinaceidae;Hemiechinus;;auritus;;Species;Hemiechinus auritus;(Gmelin, 1770);;Erizo de orejas largas dorado;Especie no nativa;Terrestre (incl. fluvial);Mamíferos
10538;10538;Herpestes javanicus (É. Geoffroy Saint-Hilaire, 1818);;;;;;;;;Animalia;Chordata;Mammalia;Carnivora;Herpestidae;Herpestes;;javanicus;;Species;Herpestes javanicus;(É. Geoffroy Saint-Hilaire, 1818);;Mangosta pequeña asiática;Especie no nativa;Terrestre (incl. fluvial);Mamíferos
10543;10543;Leiothrix lutea (Scopoli, 1786);;;;;urn:lsid:recibio.net:name:308b2790-0759-4204-9a6e-061df16ce919;;;;Animalia;Chordata;Aves;Passeriformes;Leiothrichidae;Leiothrix;;lutea;;Species;Leiothrix lutea;(Scopoli, 1786);;Leiotrix piquirrojo;Especie no nativa;Terrestre (incl. fluvial);Aves
10548;10548;Lithobates catesbeianus (Shaw, 1802);10991;Rana catesbeiana Shaw, 1802;Sinónimo;;;;;;Animalia;Chordata;Amphibia;Anura;Ranidae;Lithobates;;catesbeianus;;Species;Lithobates catesbeianus;(Shaw, 1802);;;Especie no nativa;Terrestre (incl. fluvial);Anfibios
10548;10548;Lithobates catesbeianus (Shaw, 1802);;;;;;;;;Animalia;Chordata;Amphibia;Anura;Ranidae;Lithobates;;catesbeianus;;Species;Lithobates catesbeianus;(Shaw, 1802);;;Especie no nativa;Terrestre (incl. fluvial);Anfibios
10559;10559;Myocastor coypus (Molina, 1782);;;;;urn:lsid:recibio.net:name:e5914401-2157-48a5-bc56-feb7e5bdda83;;;;Animalia;Chordata;Mammalia;Rodentia;Myocastoridae;Myocastor;;coypus;;Species;Myocastor coypus;(Molina, 1782);;Coipú;Especie no nativa;Terrestre (incl. fluvial);Mamíferos
10564;10564;Nyctereutes procyonoides (Gray, 1834);;;;;;;;;Animalia;Chordata;Mammalia;Carnivora;Canidae;Nyctereutes;;procyonoides;;Species;Nyctereutes procyonoides;(Gray, 1834);;Perro mapache;Especie no nativa;Terrestre (incl. fluvial);Mamíferos
10566;10566;Ondatra zibethicus (Linnaeus, 1766);;;;;urn:lsid:recibio.net:name:109540d8-ba0e-4c09-8b16-3f429f675651;;;;Animalia;Chordata;Mammalia;Rodentia;Cricetidae;Ondatra;;zibethicus;;Species;Ondatra zibethicus;(Linnaeus, 1766);;Rata almizclera;Especie no nativa;Terrestre (incl. fluvial);Mamíferos
10572;10572;Oxyura jamaicensis (Gmelin, JF, 1789);;;;;urn:lsid:recibio.net:name:b65e846f-6f72-4a5f-8a7d-634cbc2c9ad1;;;;Animalia;Chordata;Aves;Anseriformes;Anatidae;Oxyura;;jamaicensis;;Species;Oxyura jamaicensis;(Gmelin, JF, 1789);;Malvasía canela;Especie no nativa;Terrestre (incl. fluvial);Aves
10586;10586;Procyon lotor Linnaeus, 1758;;;;;urn:lsid:recibio.net:name:ce28bdc8-b5f5-46d1-921b-6b1ab489bf0e;;;;Animalia;Chordata;Mammalia;Carnivora;Procyonidae;Procyon;;lotor;;Species;Procyon lotor;Linnaeus, 1758;;Mapache;Especie no nativa;Terrestre (incl. fluvial);Mamíferos
10588;10588;Psittacula krameri (Scopoli, 1769);;;;;urn:lsid:recibio.net:name:655b0cd2-be74-404b-b584-9acf3ab02524;;;;Animalia;Chordata;Aves;Psittaciformes;Psittacidae;Psittacula;;krameri;;Species;Psittacula krameri;(Scopoli, 1769);;Cotorra de Kramer;Especie no nativa;Terrestre (incl. fluvial);Aves
10590;10590;Pycnonotus cafer (Linnaeus, 1766);;;;;;;;;Animalia;Chordata;Aves;Passeriformes;Pycnonotidae;Pycnonotus;;cafer;;Species;Pycnonotus cafer;(Linnaeus, 1766);;Bulbul cafre;Especie no nativa;Terrestre (incl. fluvial);Aves
10591;10591;Pycnonotus jocosus (Linnaeus, 1758);;;;;;;;;Animalia;Chordata;Aves;Passeriformes;Pycnonotidae;Pycnonotus;;jocosus;;Species;Pycnonotus jocosus;(Linnaeus, 1758);;Bulbul orfeo;Especie no nativa;Terrestre (incl. fluvial);Aves
10593;10593;Rattus norvegicus (Berkenhout, 1769);;;;;urn:lsid:recibio.net:name:f53868f8-7404-47be-958a-f97d32a167bc;;;;Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;;norvegicus;;Species;Rattus norvegicus;(Berkenhout, 1769);;Rata parda;Indeterminado;Terrestre (incl. fluvial);Mamíferos
10594;10594;Rattus rattus (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:45218e8c-17d1-46a8-8e42-300fd56c3a26;;;;Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;;rattus;;Species;Rattus rattus;(Linnaeus, 1758);;Rata negra;Especie nativa;Terrestre (incl. fluvial);Mamíferos
10598;10598;Rousettus aegyptiacus (E. Geoffroy, 1810);;;;;urn:lsid:recibio.net:name:722ee558-159e-4c4a-8df8-cc112f9fbbe3;;;;Animalia;Chordata;Mammalia;Chiroptera;Pteropodidae;Rousettus;;aegyptiacus;;Species;Rousettus aegyptiacus;(E. Geoffroy, 1810);;Murciélago egipcio;Especie no nativa;Terrestre (incl. fluvial);Mamíferos
10644;10644;Microtus agrestis (Linnaeus, 1761);;;;;urn:lsid:recibio.net:name:e8f25b2f-70cd-4656-8a6e-689af64f0988;;;;Animalia;Chordata;Mammalia;Rodentia;Cricetidae;Microtus;;agrestis;;Species;Microtus agrestis;(Linnaeus, 1761);;Topillo agreste;Especie nativa;Terrestre (incl. fluvial);Mamíferos
10648;10648;Motacilla alba Linnaeus, 1758;;;;;urn:lsid:recibio.net:name:09ccc41d-527b-4ca6-afbc-c2e46b49855d;;;;Animalia;Chordata;Aves;Passeriformes;Motacillidae;Motacilla;;alba;;Species;Motacilla alba;Linnaeus, 1758;;Aguzanieves;Especie nativa;Terrestre (incl. fluvial);Aves
10649;10649;Calidris alba (Pallas, 1764);;;;;urn:lsid:recibio.net:name:ec72f508-de9a-44be-8718-1e8d94c4d7d3;;;;Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Calidris;;alba;;Species;Calidris alba;(Pallas, 1764);;Correlimos tridáctilo;Especie nativa;Terrestre (incl. fluvial);Aves
10650;10650;Tyto alba (Scopoli, 1769);;;;;urn:lsid:recibio.net:name:d0121c1d-af1a-4919-b6b5-5b4022623021;;;;Animalia;Chordata;Aves;Strigiformes;Tytonidae;Tyto;;alba;;Species;Tyto alba;(Scopoli, 1769);;Lechuza común;Especie nativa;Terrestre (incl. fluvial);Aves
10655;10655;Anser albifrons subsp. albifrons;;;;;;;;0;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anser;;albifrons;albifrons;Subspecies;Anser albifrons albifrons;-;;;;Terrestre (incl. fluvial);Aves
10661;10661;Myotis alcathoe Helversen & Heller, 2001;;;;;urn:lsid:recibio.net:name:223a885f-9dc7-48fa-8d87-51d97c1f1f91;;;;Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Myotis;;alcathoe;;Species;Myotis alcathoe;Helversen & Heller, 2001;;Murciélago ratonero bigotudo pequeño;Especie nativa;Terrestre (incl. fluvial);Mamíferos
10662;10662;Pterocles alchata (Linnaeus, 1766);;;;;;;;;Animalia;Chordata;Aves;Pteroclidiformes;Pteroclididae;Pterocles;;alchata;;Species;Pterocles alchata;(Linnaeus, 1766);;Churra;Especie nativa;Terrestre (incl. fluvial);Aves
10664;10664;Charadrius alexandrinus Linnaeus, 1758;;;;;urn:lsid:recibio.net:name:f4705613-ee18-40f1-b855-6893d8a88dd2;;;;Animalia;Chordata;Aves;Charadriiformes;Charadriidae;Charadrius;;alexandrinus;;Species;Charadrius alexandrinus;Linnaeus, 1758;;Chorlitejo patinegro;Especie nativa;Terrestre (incl. fluvial);Aves
10665;10665;Eumeces algeriensis Peters, 1864;;;;;urn:lsid:recibio.net:name:26c6a1a6-bd69-47a0-a06f-858085fd6148;;;;Animalia;Chordata;Reptilia;Squamata;Scincidae;Eumeces;;algeriensis;;Species;Eumeces algeriensis;Peters, 1864;;Bulán;Especie nativa;Terrestre (incl. fluvial);Reptiles
10667;10667;Salamandra algira Bedriaga 1883;;;;;urn:lsid:recibio.net:name:de40b4e2-8718-4d76-8f52-200450c677d5;;;;Animalia;Chordata;Amphibia;Caudata;Salamandridae;Salamandra;;algira;;Species;Salamandra algira;Bedriaga 1883;;Salamandra norteafricana;Especie nativa;Terrestre (incl. fluvial);Anfibios
10669;10669;Atelerix algirus (Lereboullet, 1842);27530;Erinaceus algirus;Sinónimo;;urn:lsid:recibio.net:name:223a885f-9dc7-48fa-8d87-51d97c1f1f91;;;;Animalia;Chordata;Mammalia;Erinaceomorpha;Erinaceidae;Atelerix;;algirus;;Species;Atelerix algirus;(Lereboullet, 1842);;Erizo moruno;Especie nativa;Terrestre (incl. fluvial);Mamíferos
10669;10669;Atelerix algirus (Lereboullet, 1842);80017;Aethechinus algirus Lereboullet, 1842;Sinónimo objetivo/homotípico;;urn:lsid:recibio.net:name:223a885f-9dc7-48fa-8d87-51d97c1f1f91;;;;Animalia;Chordata;Mammalia;Erinaceomorpha;Erinaceidae;Atelerix;;algirus;;Species;Atelerix algirus;(Lereboullet, 1842);;Erizo moruno;Especie nativa;Terrestre (incl. fluvial);Mamíferos
10669;10669;Atelerix algirus (Lereboullet, 1842);;;;;urn:lsid:recibio.net:name:223a885f-9dc7-48fa-8d87-51d97c1f1f91;;;;Animalia;Chordata;Mammalia;Erinaceomorpha;Erinaceidae;Atelerix;;algirus;;Species;Atelerix algirus;(Lereboullet, 1842);;Erizo moruno;Especie nativa;Terrestre (incl. fluvial);Mamíferos
10670;10670;Psammodromus algirus (Linnaeus, 1758);80370;Psammodromus jeanneae Busack, Salvador & Lawson, 2006;Sinónimo;;urn:lsid:recibio.net:name:fec9b9d9-54da-4501-8bea-0124b80af3cf;;;;Animalia;Chordata;Reptilia;Squamata;Lacertidae;Psammodromus;;algirus;;Species;Psammodromus algirus;(Linnaeus, 1758);;Lagartija colilarga;Especie nativa;Terrestre (incl. fluvial);Reptiles
10670;10670;Psammodromus algirus (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:fec9b9d9-54da-4501-8bea-0124b80af3cf;;;;Animalia;Chordata;Reptilia;Squamata;Lacertidae;Psammodromus;;algirus;;Species;Psammodromus algirus;(Linnaeus, 1758);;Lagartija colilarga;Especie nativa;Terrestre (incl. fluvial);Reptiles
10678;10678;Calidris alpina (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:37a96e4e-ee6f-4383-9903-360ec0a9fa08;;;;Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Calidris;;alpina;;Species;Calidris alpina;(Linnaeus, 1758);;Correlimos común;Especie nativa;Terrestre (incl. fluvial);Aves
10695;10695;Tarentola angustimentalis Steindachner, 1891;;;;;urn:lsid:recibio.net:name:a6e23e12-1fa6-4f38-b339-7d35e7d80031;;;;Animalia;Chordata;Reptilia;Squamata;Phyllodactylidae;Tarentola;;angustimentalis;;Species;Tarentola angustimentalis;Steindachner, 1891;;Perenquén majorero;Especie nativa;Terrestre (incl. fluvial);Reptiles
10698;10698;Strix aluco Linnaeus, 1758;;;;;urn:lsid:recibio.net:name:691b6418-55e6-47e8-9b7a-117f2bd1a226;;;;Animalia;Chordata;Aves;Strigiformes;Strigidae;Strix;;aluco;;Species;Strix aluco;Linnaeus, 1758;;Cárabo;Especie nativa;Terrestre (incl. fluvial);Aves
10699;10699;Marmaronetta angustirostris (Ménétries, 1832);;;;;urn:lsid:recibio.net:name:0dbb934e-ead8-45fd-8bc4-915b6e12ea88;;;;Animalia;Chordata;Aves;Anseriformes;Anatidae;Marmaronetta;;angustirostris;;Species;Marmaronetta angustirostris;(Ménétries, 1832);;Cerceta pardilla;Especie nativa;Terrestre (incl. fluvial);Aves
10700;10700;Neomys anomalus Cabrera, 1907;;;;;urn:lsid:recibio.net:name:15a1e929-0787-4747-a44a-e7639476f4e3;;;;Animalia;Chordata;Mammalia;Soricomorpha;Soricidae;Neomys;;anomalus;;Species;Neomys anomalus;Cabrera, 1907;;Musgaño de Cabrera;Especie nativa;Terrestre (incl. fluvial);Mamíferos
10701;10701;Anser anser (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:2c204efa-cdab-429f-a906-03dde3f30288;;;;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anser;;anser;;Species;Anser anser;(Linnaeus, 1758);;Ánsar común;Especie nativa;Terrestre (incl. fluvial);Aves
10712;10712;Iberolacerta aurelioi (Arribas, 1994);24311;Lacerta aurelioi Arribas, 1994;Sinónimo;;urn:lsid:recibio.net:name:da84d287-af1a-40e8-8f36-877a8ca6e2d6;;;;Animalia;Chordata;Reptilia;Squamata;Lacertidae;Iberolacerta;;aurelioi;;Species;Iberolacerta aurelioi;(Arribas, 1994);;Lagartija pallaresa;Especie nativa;Terrestre (incl. fluvial);Reptiles
10712;10712;Iberolacerta aurelioi (Arribas, 1994);;;;;urn:lsid:recibio.net:name:da84d287-af1a-40e8-8f36-877a8ca6e2d6;;;;Animalia;Chordata;Reptilia;Squamata;Lacertidae;Iberolacerta;;aurelioi;;Species;Iberolacerta aurelioi;(Arribas, 1994);;Lagartija pallaresa;Especie nativa;Terrestre (incl. fluvial);Reptiles
10715;10715;Plecotus auritus (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:e2159aba-46cd-461f-b238-9334d8c2e667;;;;Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Plecotus;;auritus;;Species;Plecotus auritus;(Linnaeus, 1758);;Murciélago orejudo dorado;Especie nativa;Terrestre (incl. fluvial);Mamíferos
10716;10716;Podiceps auritus auritus Linnaeus, 1758;;;;;;;;;Animalia;Chordata;Aves;Podicipediformes;Podicipedidae;Podiceps;;auritus;auritus;Subspecies;Podiceps auritus auritus;Linnaeus, 1758;;;Especie nativa;Marino;Aves
10718;10718;Coronella austriaca Laurenti, 1768;;;;;urn:lsid:recibio.net:name:82e45509-c134-4fcd-9ee6-009fb7b7ff09;;;;Animalia;Chordata;Reptilia;Squamata;Colubridae;Coronella;;austriaca;;Species;Coronella austriaca;Laurenti, 1768;;Culebra lisa europea;Especie nativa;Terrestre (incl. fluvial);Reptiles
10723;10723;Columba bollii Godman, 1872;;;;;urn:lsid:recibio.net:name:d8df1d4e-aff4-4708-b2dd-40381945159d;;;;Animalia;Chordata;Aves;Columbiformes;Columbidae;Columba;;bollii;;Species;Columba bollii;Godman, 1872;;Paloma turqué;Especie nativa;Terrestre (incl. fluvial);Aves
10724;10724;Phylloscopus bonelli (Vieillot, 1819);;;;;urn:lsid:recibio.net:name:c9a94e12-794a-41dc-89bf-ea7095d89dcf;;;;Animalia;Chordata;Aves;Passeriformes;Phylloscopidae;Phylloscopus;;bonelli;;Species;Phylloscopus bonelli;(Vieillot, 1819);;Mosquitero papialbo;Especie nativa;Terrestre (incl. fluvial);Aves
10726;10726;Iberolacerta bonnali (Lantz, 1927);27460;Lacerta bonnali;Sinónimo;;urn:lsid:recibio.net:name:09aebb4f-ec5a-4519-b2a0-81d66136a5ba;;;;Animalia;Chordata;Reptilia;Squamata;Lacertidae;Iberolacerta;;bonnali;;Species;Iberolacerta bonnali;(Lantz, 1927);;Lagartija pirenaica;Especie nativa;Terrestre (incl. fluvial);Reptiles
10726;10726;Iberolacerta bonnali (Lantz, 1927);;;;;urn:lsid:recibio.net:name:09aebb4f-ec5a-4519-b2a0-81d66136a5ba;;;;Animalia;Chordata;Reptilia;Squamata;Lacertidae;Iberolacerta;;bonnali;;Species;Iberolacerta bonnali;(Lantz, 1927);;Lagartija pirenaica;Especie nativa;Terrestre (incl. fluvial);Reptiles
10728;10728;Sylvia borin (Boddaert, 1783);;;;;urn:lsid:recibio.net:name:00c18f51-56b2-41bc-8191-f794c5c36106;;;;Animalia;Chordata;Aves;Passeriformes;Sylviidae;Sylvia;;borin;;Species;Sylvia borin;(Boddaert, 1783);;Curruca mosquitera;Especie nativa;Terrestre (incl. fluvial);Aves
10729;10729;Lissotriton boscai (Lataste, 1879);23754;Triturus boscai;Sinónimo;;urn:lsid:recibio.net:name:ed4d9ba6-3c89-44ad-9a36-018f023c1eea;;;;Animalia;Chordata;Amphibia;Caudata;Salamandridae;Lissotriton;;boscai;;Species;Lissotriton boscai;(Lataste, 1879);;Tritón ibérico;Especie nativa;Terrestre (incl. fluvial);Anfibios
10729;10729;Lissotriton boscai (Lataste, 1879);;;;;urn:lsid:recibio.net:name:ed4d9ba6-3c89-44ad-9a36-018f023c1eea;;;;Animalia;Chordata;Amphibia;Caudata;Salamandridae;Lissotriton;;boscai;;Species;Lissotriton boscai;(Lataste, 1879);;Tritón ibérico;Especie nativa;Terrestre (incl. fluvial);Anfibios
10733;10733;Certhia brachydactyla Brehm, CL, 1820;;;;;urn:lsid:recibio.net:name:0f3f5db6-f2f4-4158-a6f7-043a7b22a8d4;;;;Animalia;Chordata;Aves;Passeriformes;Certhiidae;Certhia;;brachydactyla;;Species;Certhia brachydactyla;Brehm, CL, 1820;;Agateador común;Especie nativa;Terrestre (incl. fluvial);Aves
10734;10734;Calandrella brachydactyla (Leisler, 1814);;;;;urn:lsid:recibio.net:name:063b081a-9f2c-49cf-8713-b4dac36b5178;;;;Animalia;Chordata;Aves;Passeriformes;Alaudidae;Calandrella;;brachydactyla;;Species;Calandrella brachydactyla;(Leisler, 1814);;Terrera común;Especie nativa;Terrestre (incl. fluvial);Aves
10738;10738;Merops apiaster Linnaeus, 1758;;;;;urn:lsid:recibio.net:name:0ff16127-1e17-449a-bcee-58372daef324;;;;Animalia;Chordata;Aves;Coraciiformes;Meropidae;Merops;;apiaster;;Species;Merops apiaster;Linnaeus, 1758;;Abejaruco;Especie nativa;Terrestre (incl. fluvial);Aves
10739;10739;Pernis apivorus (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:3719246d-a412-4f23-a88f-40a8dec7a0a6;;;;Animalia;Chordata;Aves;Accipitriformes;Accipitridae;Pernis;;apivorus;;Species;Pernis apivorus;(Linnaeus, 1758);;Abejero europeo;Especie nativa;Terrestre (incl. fluvial);Aves
10741;10741;Pluvialis apricaria (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:77f92448-0efd-4949-b7ee-fe864c0e74b4;;;;Animalia;Chordata;Aves;Charadriiformes;Charadriidae;Pluvialis;;apricaria;;Species;Pluvialis apricaria;(Linnaeus, 1758);;Chorlito dorado;Especie nativa;Terrestre (incl. fluvial);Aves
10743;10743;Apus apus (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:15a1e929-0787-4747-a44a-e7639476f4e3;;;;Animalia;Chordata;Aves;Apodiformes;Apodidae;Apus;;apus;;Species;Apus apus;(Linnaeus, 1758);;Guirri;Especie nativa;Terrestre (incl. fluvial);Aves
10745;10745;Rallus aquaticus Linnaeus, 1758;;;;;urn:lsid:recibio.net:name:9b8d155b-8bcd-403d-a1cf-dd57a459ffb1;;;;Animalia;Chordata;Aves;Gruiformes;Rallidae;Rallus;;aquaticus;;Species;Rallus aquaticus;Linnaeus, 1758;;Rascón europeo;Especie nativa;Terrestre (incl. fluvial);Aves
10747;10747;Sorex araneus Linnaeus, 1758;;;;;urn:lsid:recibio.net:name:0fa43397-6ccb-4c96-9f0b-fa05c7627ac6;;;;Animalia;Chordata;Mammalia;Soricomorpha;Soricidae;Sorex;;araneus;;Species;Sorex araneus;Linnaeus, 1758;;Musaraña bicolor;Especie nativa;Terrestre (incl. fluvial);Mamíferos
10748;10748;Iberolacerta aranica (Arribas, 1993);24309;Lacerta aranica Arribas, 1993;Sinónimo;;urn:lsid:recibio.net:name:cc4a2b4e-6ce1-4d6f-8092-b82a18a33d53;;;;Animalia;Chordata;Reptilia;Squamata;Lacertidae;Iberolacerta;;aranica;;Species;Iberolacerta aranica;(Arribas, 1993);;Lagartija aranesa;Especie nativa;Terrestre (incl. fluvial);Reptiles
10748;10748;Iberolacerta aranica (Arribas, 1993);;;;;urn:lsid:recibio.net:name:cc4a2b4e-6ce1-4d6f-8092-b82a18a33d53;;;;Animalia;Chordata;Reptilia;Squamata;Lacertidae;Iberolacerta;;aranica;;Species;Iberolacerta aranica;(Arribas, 1993);;Lagartija aranesa;Especie nativa;Terrestre (incl. fluvial);Reptiles
10750;10750;Lullula arborea (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:eb62c433-e2f7-4360-a3d3-53ccae3a2f94;;;;Animalia;Chordata;Aves;Passeriformes;Alaudidae;Lullula;;arborea;;Species;Lullula arborea;(Linnaeus, 1758);;Alondra totovía;Especie nativa;Terrestre (incl. fluvial);Aves
10755;10755;Ursus arctos Linnaeus, 1758;;;;;urn:lsid:recibio.net:name:14610a93-6cbc-4493-93f5-9d516e32d62f;;;;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Ursus;;arctos;;Species;Ursus arctos;Linnaeus, 1758;;Oso pardo;Especie nativa;Terrestre (incl. fluvial);Mamíferos
10759;96822;Gulosus aristotelis aristotelis (Linnaeus, 1761);10759;Phalacrocorax aristotelis subsp. aristotelis;Sinónimo;;;;;;Animalia;Chordata;Aves;Suliformes;Sulidae;Gulosus;;aristotelis;aristotelis;Subspecies;Gulosus aristotelis aristotelis;(Linnaeus, 1761);;;;Marino y Terrestre (incl. fluvial);Aves
10759;96822;Gulosus aristotelis aristotelis (Linnaeus, 1761);;;;;;;;;Animalia;Chordata;Aves;Suliformes;Sulidae;Gulosus;;aristotelis;aristotelis;Subspecies;Gulosus aristotelis aristotelis;(Linnaeus, 1761);;;;Marino y Terrestre (incl. fluvial);Aves
10762;10762;Calotriton arnoldi Carranza & Amat, 2005;;;;;urn:lsid:recibio.net:name:303a3af5-0a73-493f-9254-af200d94625a;;;;Animalia;Chordata;Amphibia;Caudata;Salamandridae;Calotriton;;arnoldi;;Species;Calotriton arnoldi;Carranza & Amat, 2005;;Tritón del Montseny;Especie nativa;Terrestre (incl. fluvial);Anfibios
10763;10763;Numenius arquata (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:a53693be-837c-4dd5-b4ad-65171bb4bf37;;;;Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Numenius;;arquata;;Species;Numenius arquata;(Linnaeus, 1758);;Zarapito real;Especie nativa;Terrestre (incl. fluvial);Aves
10766;10766;Acrocephalus arundinaceus (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:fd931ad0-0b99-487b-b68a-5f837b756c32;;;;Animalia;Chordata;Aves;Passeriformes;Acrocephalidae;Acrocephalus;;arundinaceus;;Species;Acrocephalus arundinaceus;(Linnaeus, 1758);;Carricero tordal;Especie nativa;Terrestre (incl. fluvial);Aves
10767;10767;Microtus arvalis (Pallas, 1778);;;;;urn:lsid:recibio.net:name:beaad24f-515a-44df-9a9f-782dac546242;;;;Animalia;Chordata;Mammalia;Rodentia;Cricetidae;Microtus;;arvalis;;Species;Microtus arvalis;(Pallas, 1778);;Topillo campesino;Especie nativa;Terrestre (incl. fluvial);Mamíferos
10768;10768;Alauda arvensis Linnaeus, 1758;;;;;urn:lsid:recibio.net:name:0ed04fec-4a59-48b5-996d-6ebb5eb1fc01;;;;Animalia;Chordata;Aves;Passeriformes;Alaudidae;Alauda;;arvensis;;Species;Alauda arvensis;Linnaeus, 1758;;Alondra común;Especie nativa;Terrestre (incl. fluvial);Aves
10769;10769;Calotriton asper (Dugès, 1852);10770;Euproctus asper (Dugès, 1852);Sinónimo;;urn:lsid:recibio.net:name:ea9e0d7d-a509-46dd-9bda-ab153c92350a;;;;Animalia;Chordata;Amphibia;Caudata;Salamandridae;Calotriton;;asper;;Species;Calotriton asper;(Dugès, 1852);;Tritón pirenaico;Especie nativa;Terrestre (incl. fluvial);Anfibios
10769;10769;Calotriton asper (Dugès, 1852);;;;;urn:lsid:recibio.net:name:ea9e0d7d-a509-46dd-9bda-ab153c92350a;;;;Animalia;Chordata;Amphibia;Caudata;Salamandridae;Calotriton;;asper;;Species;Calotriton asper;(Dugès, 1852);;Tritón pirenaico;Especie nativa;Terrestre (incl. fluvial);Anfibios
10772;10772;Vipera aspis (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:65edc3b5-a94a-4bc9-a862-ac4bded88cde;;;;Animalia;Chordata;Reptilia;Squamata;Viperidae;Vipera;;aspis;;Species;Vipera aspis;(Linnaeus, 1758);;Víbora áspid;Especie nativa;Terrestre (incl. fluvial);Reptiles
